compound_inchikey,compound_firstblock,drugbank_inchikey,drugbank_id,compound_name,match_type,cpie_targets,n_cpie_targets,drugbank_targets,n_drugbank_targets,mean_ave_pchembl,median_ave_pchembl,n_cpie_associations,atc_codes,drugbank_targets_original,n_drugbank_targets_original
UGJMXCAKCUNAIE-UHFFFAOYSA-N,UGJMXCAKCUNAIE,UGJMXCAKCUNAIE-UHFFFAOYSA-N,DB00996,Gabapentin,full_inchikey,ADORA1|BCAT1|BCAT2|CACHD1|CACNA1A|CACNA1B|CACNA1C|CACNA1D|CACNA1E|CACNA1F|CACNA1G|CACNA1H|CACNA1I|CACNA1S|CACNA2D1|CACNA2D2|CACNA2D3|CACNA2D4|CACNB1|CACNB2|CACNB3|CACNB4|CACNG1|CACNG2|CACNG3|CACNG4|CACNG5|CACNG6|CACNG7|CACNG8|GABBR1|GABBR2|KCNQ3|KCNQ5|SLC7A5,35,ADORA1|CACNA1B|CACNA2D1|CACNA2D2|GABBR1|GABBR2|KCNQ3|KCNQ5,8,8.015019626080058,8.070726589141277,35,N02BF01,ADORA1|CACNA1B|CACNA2D1|CACNA2D2|GABBR1|GABBR2|KCNQ3|KCNQ5,8
ULSDMUVEXKOYBU-ZDUSSCGKSA-N,ULSDMUVEXKOYBU,ULSDMUVEXKOYBU-ZDUSSCGKSA-N,DB00315,Zolmitriptan,full_inchikey,ABCB1|ABCC3|ABCC4|CYP1A2|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR7|MAOA|RAPGEF4,14,HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR7,8,5.867831322581276,5.071337916708389,14,N02CC03,HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR7,8
UREBDLICKHMUKA-CXSFZGCWSA-N,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N,DB01234,Dexamethasone,full_inchikey,ABCB1|ABCB11|ABCC2|ABCC3|ABCC4|ABCG2|ALB|ANXA1|AR|CYP11B1|CYP17A1|CYP1A1|CYP2A6|CYP2B6|CYP2C19|CYP2C8|CYP2E1|CYP2J2|CYP3A4|CYP3A43|CYP3A5|CYP3A7|CYP4A11|ESR1|ESR2|ESRRA|ESRRB|ESRRG|GLI3|HSD11B1|HSD11B2|NFE2L2|NOS2|NR0B1|NR0B2|NR1H2|NR1H3|NR1H4|NR1I2|NR1I3|NR2C1|NR2C2|NR2E1|NR2F1|NR2F2|NR2F6|NR3C1|NR3C2|NR6A1|NSD2|PGR|PLA2G1B|PLA2G2A|PLA2G5|PPARD|PPARG|PTGS1|PTGS2|RARA|RARB|RARG|RXRA|RXRB|RXRG|SLC22A8|SLC47A1|SLCO1A2|THRA|THRB|TSC22D3|VDR,71,ANXA1|NOS2|NR0B1|NR1I2|NR3C1,5,5.746539082050077,6.089342394042143,71,A01AC02|C05AA09|D07AB19|D07CB04|D07XB05|D10AA03|H02AB02|R01AD03|R01AD53|S01BA01|S01CA01|S01CB01|S02BA06|S02CA06|S03BA01|S03CA01,ANXA1|NOS2|NR0B1|NR1I2|NR3C1,5
USRGIUJOYOXOQJ-STHAYSLISA-N,USRGIUJOYOXOQJ,USRGIUJOYOXOQJ-STHAYSLISA-N,DB02482,Phosphonothreonine,full_inchikey,AURKA|CDK7|MAPK1|MAPK12|PIN1|PRKACA|PRKACB|PRKCQ|RHO|S100A11,10,AURKA|CDK7|MAPK1|MAPK12|PRKACA|PRKACB|PRKCQ|RHO|S100A11,9,,,10,,AURKA|CDK7|MAPK1|MAPK12|PRKACA|PRKACB|PRKCQ|RHO|S100A11,9
UZHSEJADLWPNLE-GRGSLBFTSA-N,UZHSEJADLWPNLE,UZHSEJADLWPNLE-GRGSLBFTSA-N,DB01183,Naloxone,full_inchikey,ABCB1|ABCC3|ABCC4|ACKR3|ADORA1|ADORA2A|ADORA2B|ADORA3|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2C|ADRB1|ADRB2|ADRB3|AGTR1|AGTR2|ALB|APLNR|AVPR1A|AVPR1B|AVPR2|BDKRB1|BRS3|CCKAR|CCKBR|CCR1|CCR3|CCR4|CCR5|CCR9|CES1|CNR1|CNR2|CREB1|CXCR4|CXCR6|CYBB|CYP2C18|CYP2C19|CYP2D6|CYP2J2|CYP3A4|DRD2|DRD3|DRD4|DRD5|EDNRA|EDNRB|ESR1|FFAR4|GALR1|GALR2|GALR3|GHSR|GNRHR|GPR119|GPR12|GPR135|GPR139|GPR142|GPR148|GPR150|GPR151|GPR161|GPR173|GPR176|GPR19|GPR22|GPR26|GPR27|GPR3|GPR37|GPR37L1|GPR39|GPR45|GPR52|GPR6|GPR61|GPR62|GPR63|GPR65|GPR78|GPR83|GPR84|GPR85|GPR88|GRPR|HCRTR1|HCRTR2|HRH2|HRH3|HRH4|HTR1A|HTR1B|HTR1E|HTR1F|HTR2B|HTR2C|HTR4|HTR5A|HTR6|HTR7|KISS1R|LPAR1|LPAR2|LPAR3|LSP1|LTB4R|LTB4R2|MC1R|MC2R|MC3R|MC4R|MC5R|MCHR1|MCHR2|MLNR|NMBR|NMUR1|NMUR2|NPBWR1|NPBWR2|NPFFR1|NPFFR2|NPSR1|NPY1R|NPY2R|NPY4R|NPY5R|NTSR1|NTSR2|OPN1LW|OPN1MW2|OPN1SW|OPN3|OPN4|OPN5|OPRD1|OPRK1|OPRL1|OPRM1|OXTR|PRLHR|PROKR1|PROKR2|PTGDR|PTGER1|PTGER2|PTGER3|PTGER4|PTGFR|PTGIR|QRFPR|RGR|RHO|RRH|RXFP3|RXFP4|SIGMAR1|SLCO1A2|SSTR1|SSTR2|SSTR4|SSTR5|TAAR1|TAAR2|TAAR5|TAAR6|TAAR8|TBXA2R|TLR4|TMIGD3|TRHR|UGT1A1|UTS2R,177,CES1|CREB1|ESR1|OPRD1|OPRK1|OPRM1|TLR4,7,5.752636850490473,5.38868934807566,177,A06AH04|N02AA53|N02AA55|N02AD51|N02AX51|V03AB15,CES1|CREB1|ESR1|OPRD1|OPRK1|OPRM1|TLR4,7
VEJCBCPEURAYAS-MEAXDALNSA-N,VEJCBCPEURAYAS,VEJCBCPEURAYAS-MEAXDALNSA-N,DB08330,METHYL (2Z)-3-METHOXY-2-{2-[(E)-2-PHENYLVINYL]PHENYL}ACRYLATE,full_inchikey,CYC1|MT-CYB|PMPCA|PMPCB|UQCR10|UQCR11|UQCRB|UQCRC1|UQCRC2|UQCRFS1|UQCRH|UQCRQ,12,CYC1|MT-CYB|UQCR10|UQCR11|UQCRB|UQCRC1|UQCRC2|UQCRFS1|UQCRH|UQCRQ,10,,,12,,CYC1|MT-CYB|UQCR10|UQCR11|UQCRB|UQCRC1|UQCRC2|UQCRFS1|UQCRH|UQCRQ,10
VHJLVAABSRFDPM-IMJSIDKUSA-N,VHJLVAABSRFDPM,VHJLVAABSRFDPM-IMJSIDKUSA-N,DB04447,"1,4-Dithiothreitol",full_inchikey,AANAT|ADCY1|ADCY2|ADCY3|ADCY4|ADCY5|ADCY6|ADCY7|ADCY8|ADCY9|ADSL|ALAS1|ALDH1A1|AMY1A|AMY1B|AMY1C|AMY2A|AMY2B|ANKRD45|APEX1|AR|AS3MT|AXIN1|BDH2|BRCC3|BRD2|BRD4|C2ORF81|CAMK2A|CAMK2B|CAMK2D|CAMK2G|CASK|CASP8|CBR1|CBR3|CBR4|CCNA2|CDK2|CHKA|CMPK2|CNBD2|COPS5|COPS6|CRPPA|DAB2|DAPK2|DAPK3|DBT|DECR1|DECR2|DHFR|DHRS1|DHRS12|DHRS13|DHRS2|DHRS4|DHRS4L2|DHRS7B|DHRS7C|DHRSX|DLAT|DLST|DPY30|DSP|DTYMK|ENOSF1|EPRS1|FASN|FSCN1|FXR1|GCAT|GGA1|GNPNAT1|GSK3B|GSTO1|GSTZ1|GUCY1A1|GUCY1A2|GUCY1B1|GUCY2C|GUCY2D|GUCY2F|HACL1|HMGCR|HOGA1|HPGD|HRAS|HSD11B1|HSD11B1L|HSD17B1|HSD17B11|HSD17B13|HSD17B14|HSD17B8|HSDL2|HSPA12A|HSPA12B|HSPA13|HSPA14|HSPA1A|HSPA1B|HSPA1L|HSPA2|HSPA4|HSPA4L|HSPA5|HSPA6|HSPA8|HSPA9|HSPH1|IL1B|IL5|IL5RA|ILVBL|ING4|IQCB1|KCTD9|KPNA2|LACTB|LACTBL1|LGALS1|LIAS|MAP3K5|MAPK1|MPND|MRE11|MRPL27|MSRA|MYH1|MYH10|MYH11|MYH13|MYH15|MYH2|MYH4|MYH7|MYH7B|MYH8|MYH9|MYO10|MYO16|MYO18A|MYO18B|MYO1A|MYO1B|MYO1D|MYO1E|MYO1G|MYO1H|MYO3B|MYO5A|MYO5B|MYO5C|MYO6|MYO7A|MYO7B|MYO9A|MYO9B|MYSM1|NAMPT|NCF4|NFKB1|NME1|NME1-NME2|NME2|NME3|NME4|NME5|NME6|NME7|NME8|NPL|NPR1|NPR2|NPR3|NR3C1|NUDC|NUDCD2|NUDCD3|OSBPL10|OSBPL11|OSBPL5|OSBPL8|OSBPL9|PDF|PDHX|PECR|PER2|PER3|PNPLA6|PNPLA7|POLH|PPIB|PPIC|PRKAR1A|PRKAR1B|PRKAR2A|PRKAR2B|PSMD14|PSMD7|PUM1|PUM2|PYGB|PYGL|PYGM|QARS1|RASIP1|RDH10|RDH11|RDH12|RDH13|RDH14|REL|RELA|S100A2|S100A4|SAT1|SATL1|SDR16C5|SH3PXD2A|SH3PXD2B|SLC3A1|SLC3A2|SPTLC1|SPTLC2|SPTLC3|STAMBP|STAMBPL1|TIRAP|TNPO3|TP53|TPI1|TRPM1|TRPM2|TRPM3|TRPM4|TRPM7|TYMS|UMPS,240,ALDH1A1|AXIN1|CAMK2A|GSTZ1|HMGCR|LGALS1|MSRA|PPIB|TPI1|TRPM7,10,,,240,,ALDH1A1|AXIN1|CAMK2A|GSTZ1|HMGCR|LGALS1|MSRA|PPIB|TPI1|TRPM7,10
VHRGRCVQAFMJIZ-UHFFFAOYSA-N,VHRGRCVQAFMJIZ,VHRGRCVQAFMJIZ-UHFFFAOYSA-N,DB03854,Cadaverine,full_inchikey,ADH5|CA1|CA12|CA13|CA14|CA2|CA3|CA4|CA5A|CA5B|CA6|CA7|CA9|CRPPA|HRH4|MPO|ODC1,17,CA1|CA12|CA14|CA2|CA4|CA6|CA9,7,6.2386599436546195,6.301029995663981,17,,CA1|CA12|CA14|CA2|CA4|CA6|CA9,7
VOXXWSYKYCBWHO-QMMMGPOBSA-N,VOXXWSYKYCBWHO,VOXXWSYKYCBWHO-QMMMGPOBSA-N,DB02494,(S)-3-phenyllactic acid,full_inchikey,AGBL1|AGBL3|AGBL4|AGBL5|AGTPBP1|CPA1|CPA2|CPA3|CPA4|CPA6|CPB1|CPB2|CPO|DMC1|MRPL11|MRPL13|MRPL15|MRPL16|MRPL2|MRPL22|MRPL24|MRPL3|MRPL4|MRTO4|NHP2|RAD51|RAD51B|RAD51C|RAD51D|RPL10|RPL10L|RPL11|RPL12|RPL13A|RPL15|RPL17|RPL18|RPL19|RPL21|RPL23|RPL23A|RPL24|RPL26L1|RPL27A|RPL3|RPL31|RPL32|RPL35|RPL36A|RPL36A-HNRNPH2|RPL36AL|RPL37|RPL37A|RPL39|RPL39L|RPL3L|RPL4|RPL5|RPL7|RPL7A|RPL7L1|RPL8|RPL9|RPLP0|RPP38|RPS12|RSL24D1|RSRC1|SNU13|XRCC3,70,CPA1|RPL10L|RPL11|RPL13A|RPL15|RPL19|RPL23|RPL23A|RPL26L1|RPL3|RPL37|RPL8|RSL24D1|SNU13,14,,,70,,CPA1|RPL10L|RPL11|RPL13A|RPL15|RPL19|RPL23|RPL23A|RPL26L1|RPL3|RPL37|RPL8|RSL24D1|SNU13,14
VOXZDWNPVJITMN-ZBRFXRBCSA-N,VOXZDWNPVJITMN,VOXZDWNPVJITMN-ZBRFXRBCSA-N,DB00783,Estradiol,full_inchikey,ABCB1|ABCC10|ABCC3|ABCC4|ABCG2|AHR|ALB|AOX1|AR|BECN1|CACNA1C|CHRNA4|COMT|CYP19A1|CYP1A1|CYP1A2|CYP1B1|CYP2B6|CYP2C19|CYP2C8|CYP2C9|CYP2D6|CYP3A4|CYP3A5|CYP3A7|ESR1|ESR2|ESRRA|ESRRB|ESRRG|FABP2|GLI3|GPBAR1|GPER1|HSD17B1|KCNMA1|MT-ATP6|NR0B1|NR0B2|NR1H2|NR1H3|NR1H4|NR1I2|NR1I3|NR2C1|NR2C2|NR2E1|NR2F1|NR2F2|NR2F6|NR3C1|NR3C2|NR6A1|NSD2|PGR|PPARD|PPARG|PTPN11|RARA|RARB|RARG|RORC|RXRA|RXRB|RXRG|SERPINA6|SHBG|SLC22A1|SLC22A11|SLC22A2|SLC22A3|SLC22A4|SLC22A5|SLC22A8|SLC6A3|SLC6A4|SLCO1B1|SLCO1B3|SLCO1C1|SNCA|SULT1A1|SULT1E1|SYK|THRA|THRB|TP53|TSHR|UGT1A1|UGT1A6|UGT2B15|VDR,91,BECN1|CHRNA4|ESR1|ESR2|GPER1|MT-ATP6|NR1I2,7,5.714564876624601,5.169284417319911,91,G02BB01|G03AA14|G03AA17|G03AB08|G03CA03|G03CA53|G03EA01|G03EA02|G03EA03|G03FA01|G03FA02|G03FA03|G03FA04|G03FA05|G03FA06|G03FA07|G03FA08|G03FA09|G03FA10|G03FA11|G03FA12|G03FA13|G03FA14|G03FA15|G03FA16|G03FA17|G03FB01|G03FB02|G03FB03|G03FB04|G03FB05|G03FB06|G03FB07|G03FB08|G03FB09|G03FB10|G03FB11|G03FB12|G03HB01|H01CC53|H01CC54,BECN1|CHRNA4|ESR1|ESR2|GPER1|MT-ATP6|NR1I2,7
VRIVJOXICYMTAG-IYEMJOQQSA-L,VRIVJOXICYMTAG,VRIVJOXICYMTAG-IYEMJOQQSA-L,DB14488,Ferrous gluconate,full_inchikey,AHSP|CP|EGLN1|FEN1|FTH1|FXN|HBA2|HDAC8|NEIL1|NEIL2|POLB|TF|TFRC,13,AHSP|CP|EGLN1|FEN1|FTH1|FXN|HBA1|HDAC8|NEIL1|NEIL2|POLB|TF|TFRC,13,,,13,B03AA03|B03AD05,AHSP|CP|EGLN1|FEN1|FTH1|FXN|HBA1|HDAC8|NEIL1|NEIL2|POLB|TF|TFRC,13
VTTONGPRPXSUTJ-UHFFFAOYSA-N,VTTONGPRPXSUTJ,VTTONGPRPXSUTJ-UHFFFAOYSA-N,DB01445,Bufotenine,full_inchikey,ACKR3|ADORA1|ADORA2A|ADORA2B|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2C|ADRB1|ADRB2|ADRB3|AGTR1|AGTR2|APLNR|AVPR1A|AVPR1B|AVPR2|BDKRB1|BRS3|CCKAR|CCKBR|CCR1|CCR3|CCR4|CCR5|CCR9|CHRFAM7A|CHRNA1|CHRNA10|CHRNA2|CHRNA3|CHRNA4|CHRNA5|CHRNA6|CHRNA7|CHRNA9|CHRNB1|CHRNB2|CHRNB3|CHRNB4|CHRND|CNR1|CNR2|CXCR4|CXCR6|CYP2C9|CYP2D6|CYP3A7|DRD2|DRD3|DRD4|DRD5|EDNRA|EDNRB|FFAR4|GALR1|GALR2|GALR3|GHSR|GLI3|GNRHR|GPR119|GPR12|GPR135|GPR139|GPR142|GPR148|GPR150|GPR151|GPR161|GPR173|GPR176|GPR19|GPR22|GPR26|GPR27|GPR3|GPR37|GPR37L1|GPR39|GPR45|GPR52|GPR6|GPR61|GPR62|GPR63|GPR65|GPR78|GPR83|GPR84|GPR85|GPR88|GRPR|HCRTR1|HCRTR2|HRH2|HRH3|HRH4|HSPB1|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR3A|HTR3B|HTR3C|HTR3D|HTR3E|HTR4|HTR5A|HTR6|HTR7|KISS1R|LPAR1|LPAR2|LPAR3|LSP1|LTB4R|LTB4R2|MAOA|MC1R|MC2R|MC3R|MC4R|MC5R|MCHR1|MCHR2|MLNR|NFE2L2|NMBR|NMUR1|NMUR2|NPBWR2|NPFFR1|NPFFR2|NPSR1|NPY1R|NPY2R|NPY4R|NPY5R|NTSR1|NTSR2|OPN1LW|OPN1MW2|OPN1SW|OPN3|OPN4|OPN5|OPRD1|OPRK1|OPRL1|OPRM1|OXTR|PGR|PRLHR|PROKR1|PROKR2|PTGDR|PTGER1|PTGER2|PTGER3|PTGER4|PTGFR|PTGIR|QRFPR|RGR|RHO|RRH|RXFP3|RXFP4|SLC6A4|SSTR1|SSTR2|SSTR4|SSTR5|TAAR1|TAAR2|TAAR5|TAAR6|TAAR8|TBXA2R|TMIGD3|TRHR|UTS2R,189,HTR1D|HTR2A|HTR5A|HTR6|HTR7,5,5.6067023901965145,5.015668193540257,189,,HTR1D|HTR2A|HTR5A|HTR6|HTR7,5
VWFJDQUYCIWHTN-YFVJMOTDSA-N,VWFJDQUYCIWHTN,VWFJDQUYCIWHTN-YFVJMOTDSA-N,DB07780,Farnesyl diphosphate,full_inchikey,CHURC1-FNTB|DHDDS|FDFT1|FDPS|FNTA|FNTB|GGPS1|KRAS|NUS1|PDSS1|PDSS2|RABGGTA|RABGGTB|RUSC1,14,FDFT1|FDPS|FNTA|FNTB|GGPS1|KRAS|RABGGTA|RABGGTB,8,6.9709080101172365,7.689175411774282,14,,FDFT1|FDPS|FNTA|FNTB|GGPS1|KRAS|RABGGTA|RABGGTB,8
VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA-N,DB03147,Flavin adenine dinucleotide,full_inchikey,ACAD11|ACAD8|ACADM|ACADS|ACADSB|ACADVL|ACOX1|ACOX2|ACOX3|ACTN1|ACTN2|ACTN4|AGPS|AIFM1|AIFM2|AIFM3|ALDH16A1|ALDH1A1|ALDH1A2|ALDH1A3|ALDH1B1|ALDH1L1|ALDH1L2|ALDH2|ALDH3A1|ALDH3A2|ALDH3B2|ALDH4A1|ALDH5A1|ALDH7A1|ALDH8A1|ALDH9A1|AMT|AOX1|CHDH|CLMN|COQ6|CRY1|CRY2|CYB5A|CYB5B|CYB5R1|CYB5R2|CYB5R3|CYB5R4|CYGB|D2HGDH|DAO|DBT|DHCR24|DHODH|DLAT|DLD|DLST|DMD|DMGDH|DNAJC10|DPYD|EHBP1|EHBP1L1|ERO1A|ERO1B|ERP27|ERP44|ETFA|ETFB|ETFDH|EVPLL|FDX1|FDX2|FDXR|FLAD1|FLNA|FLNB|FLNC|FMO1|FMO2|FMO3|FMO4|FMO5|FOXRED2|GCDH|GFER|GLYR1|GPD2|GSR|HACL1|HBA1|HBA2|HBB|HBE1|HBG1|HBG2|HBM|HBQ1|HBZ|HMOX1|HMOX2|IFFO2|IL4I1|ILVBL|INSM1|IVD|IYD|KDM1A|KDM1B|KMO|L2HGDH|LCP1|LDHD|MACF1|MAOA|MAOB|MB|MICAL1|MICAL2|MICAL3|MICALL1|MICALL2|MOCS3|MTHFR|MTO1|MTRR|NDOR1|NDUFA9|NGB|NOS1|NOS2|NOS3|NPIPA1|NPIPA2|NPIPA3|NPIPA5|NPIPA7|NPIPA8|NPIPA9|NPIPB11|NPIPB13|NPIPB2|NPIPB5|NQO1|NQO2|OXNAD1|P4HB|PDHX|PDIA2|PDIA3|PDIA4|PDIA5|PDIA6|PDILT|PDPR|PIPOX|PLEC|PLS1|PLS3|POR|PPOX|PRODH|PRODH2|PYROXD2|QSOX1|RCOR3|RETSAT|RNLS|SARDH|SDHA|SDHB|SDHC|SDHD|SMTN|SMTNL2|SPECC1|SPECC1L|SPTAN1|SPTB|SPTBN1|SPTBN2|SPTBN4|SPTBN5|SQLE|SQOR|SUOX|SYNE1|SYNE2|SYNE3|TMX3|TSTD1|TXN|TXN2|TXNDC11|TXNDC16|TXNDC2|TXNDC5|TXNDC8|TXNDC9|TXNRD1|TXNRD2|TXNRD3|TYW1|UTRN|XDH,202,ACAD8|ACADM|ACADS|ACOX1|AIFM1|CYB5R1|CYB5R3|DAO|DLD|DPYD|ERO1B|FDXR|GCDH|GFER|GSR|IL4I1|IVD|MAOA|MAOB|NDUFA9|NOS1|NQO1|NQO2|POR|TXNRD1|XDH,26,,,202,,ACAD8|ACADM|ACADS|ACOX1|AIFM1|CYB5R1|CYB5R3|DAO|DLD|DPYD|ERO1B|FDXR|GCDH|GFER|GSR|IL4I1|IVD|MAOA|MAOB|NDUFA9|NOS1|NQO1|NQO2|POR|TXNRD1|XDH,26
VYFYYTLLBUKUHU-UHFFFAOYSA-N,VYFYYTLLBUKUHU,VYFYYTLLBUKUHU-UHFFFAOYSA-N,DB00988,Dopamine,full_inchikey,ABCB11|ACKR3|ADORA1|ADORA2A|ADORA2B|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2C|ADRB1|ADRB2|ADRB3|AGTR1|AGTR2|ALOX12|APLNR|ARPP19|AVPR1A|AVPR1B|AVPR2|BDKRB1|BRS3|CA12|CA2|CA5A|CA5B|CA7|CA9|CCKAR|CCKBR|CCR1|CCR3|CCR4|CCR5|CCR9|CNR1|CNR2|COMT|CTSL|CXCR4|CXCR6|DBH|DRD1|DRD2|DRD3|DRD4|DRD5|EDNRA|EDNRB|ENSA|FEN1|FFAR4|FOLH1|FYN|GALR1|GALR2|GALR3|GHSR|GLI3|GNRHR|GPR119|GPR12|GPR135|GPR139|GPR142|GPR148|GPR150|GPR151|GPR161|GPR173|GPR176|GPR19|GPR22|GPR26|GPR27|GPR3|GPR37|GPR37L1|GPR39|GPR45|GPR52|GPR6|GPR61|GPR62|GPR63|GPR65|GPR78|GPR83|GPR84|GPR85|GPR88|GRPR|HCRTR1|HCRTR2|HIF1A|HRH2|HRH3|HRH4|HTR1A|HTR1B|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR3A|HTR3B|HTR4|HTR5A|HTR6|HTR7|KDM4E|KISS1R|LPAR1|LPAR2|LPAR3|LSP1|LTB4R|LTB4R2|MAOA|MAOB|MC1R|MC2R|MC3R|MC4R|MC5R|MCHR1|MCHR2|MLNR|MPHOSPH8|MTNR1A|MTNR1B|MTRR|NDOR1|NFE2L2|NMBR|NMUR1|NMUR2|NOS1|NOS2|NOS3|NPBWR2|NPFFR1|NPFFR2|NPSR1|NPY1R|NPY2R|NPY4R|NPY5R|NQO2|NSD2|NTMT1|NTSR1|NTSR2|OPN1LW|OPN1MW2|OPN1SW|OPN3|OPN4|OPN5|OPRD1|OPRK1|OPRL1|OPRM1|OXTR|PAH|POR|POU5F1|PRLHR|PROKR1|PROKR2|PTGDR|PTGER1|PTGER2|PTGER3|PTGER4|PTGFR|PTGIR|PTGS1|QRFPR|RGR|RHO|RRH|RXFP3|RXFP4|SLC18A2|SLC22A1|SLC22A2|SLC22A3|SLC22A5|SLC6A1|SLC6A11|SLC6A12|SLC6A13|SLC6A15|SLC6A16|SLC6A17|SLC6A18|SLC6A19|SLC6A2|SLC6A20|SLC6A3|SLC6A4|SLC6A5|SLC6A7|SLC6A8|SLC6A9|SNCA|SOD1|SSTR1|SSTR2|SSTR4|SSTR5|SYK|TAAR1|TAAR2|TAAR5|TAAR6|TAAR8|TBXA2R|TMIGD3|TP53|TRHR|TYW1|UTS2R,226,DBH|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR3A|HTR3B|HTR7|SLC18A2|SLC6A2|SLC6A3|SLC6A4|SOD1,15,,5.59999938302362,226,C01CA04,DBH|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR3A|HTR3B|HTR7|SLC18A2|SLC6A2|SLC6A3|SLC6A4|SOD1,15
WAEMQWOKJMHJLA-UHFFFAOYSA-N,WAEMQWOKJMHJLA,WAEMQWOKJMHJLA-UHFFFAOYSA-N,DB06757,Manganese cation,full_inchikey,ACO1|ALB|ARG1|CP|GLUL|IDH3A|IDH3G|PCK2|PPP1CC|SLC11A2|SLC30A10|SLC39A14|SOD2|TAB1|TF|TRPM7,16,ARG1|GLUL|IDH3A|IDH3G|PCK2|PPP1CC|SOD2|TAB1,8,,,16,,ARG1|GLUL|IDH3A|IDH3G|PCK2|PPP1CC|SOD2|TAB1,8
WAEXFXRVDQXREF-UHFFFAOYSA-N,WAEXFXRVDQXREF,WAEXFXRVDQXREF-UHFFFAOYSA-N,DB02546,Vorinostat,full_inchikey,ABCC3|ABCC4|ABL1|APP|ATAD5|ATG12|ATG5|BRD4|CASP3|CASP7|CASP8|CFTR|CREBBP|CYP1A2|CYP2C19|CYP2D6|CYP3A4|EGFR|EIF2AK3|EP300|ESR1|ESRRA|FADD|FAS|FLT3|GLI3|GMNN|HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9|HMGCR|HSP90AA1|HSPA5|HTT|IFNB1|JAK2|KCNH2|KDM1A|KDM4E|KDM6A|KDR|LTA4H|MDM2|NCOR1|NCOR2|NFE2L2|NFKB1|NR0B1|NR1I2|NR3C1|NR5A1|NSD2|PAX8|PIK3R1|PML|PSMB5|RARA|RCOR3|RELA|SIRT5|SP100|SUMO1|SYK|THRA|TNF|TP53|UGT1A3|UGT2B17,76,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8,5,5.5684884173176155,5.364415404104301,76,L01XH01,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8,5
WBWWGRHZICKQGZ-HZAMXZRMSA-N,WBWWGRHZICKQGZ,WBWWGRHZICKQGZ-HZAMXZRMSA-N,DB04348,Taurocholic acid,full_inchikey,ABCB1|ABCB11|ABCC1|ABCC10|ABCC11|ABCC2|ABCC3|ABCC4|ABCG2|CEL|CES1|FABP6|GPBAR1|NR1H4|OC90|PLA2G10|PLA2G1B|PLA2G2A|PLA2G2C|PLA2G2D|PLA2G2E|PLA2G2F|PLA2G5|SLC10A1|SLC10A2|SLC10A3|SLC10A4|SLC10A5|SLC10A6|SLC10A7|SLC16A1|SLC22A6|SLC22A8|SLC51A|SLC51B|SLC7A11|SLCO1A2|SLCO1B1|SLCO1B3|SLCO1C1|SLCO2B1|SLCO3A1|SLCO4A1,43,CEL|FABP6|GPBAR1|NR1H4|SLC10A2,5,4.905646227398536,5.195235116536839,43,,CEL|FABP6|GPBAR1|NR1H4|SLC10A2,5
WCGUUGGRBIKTOS-GPOJBZKASA-N,WCGUUGGRBIKTOS,WCGUUGGRBIKTOS-GPOJBZKASA-N,DB15588,Ursolic acid,full_inchikey,ACP1|AKR1B1|AKR1B10|ALOX15B|ALOX5|CES1|CETP|CTSD|CYP19A1|CYP1A2|EGLN1|ELANE|GAA|GPBAR1|HIF1A|HRAS|HSD11B1|LIG1|NR1H4|PLA2G1B|POLB|PPARA|PTGS1|PTGS2|PTPN1|PTPN2|PTPN6|PTPRA|PTPRE|PTPRF|PYGM|RELA|RORC|SENP1|SLCO1B1|SLCO1B3|SYK|USP47|USP7,39,ELANE|HRAS|HSD11B1|PLA2G1B|PTPN1|PYGM,6,,4.769982166188344,39,,ELANE|HRAS|HSD11B1|PLA2G1B|PTPN1|PYGM,6
WCUXLLCKKVVCTQ-UHFFFAOYSA-M,WCUXLLCKKVVCTQ,WCUXLLCKKVVCTQ-UHFFFAOYSA-M,DB00761,Potassium chloride,full_inchikey,ATP1A3|CA1|CA2|CA4|CA5A|CA9|SLC12A1|SLC12A2|SLC12A4|SLC12A5|SLC12A6|SLC12A7|SLC24A2|SLC24A4,14,SLC12A1|SLC12A2|SLC12A4|SLC12A5|SLC12A6|SLC12A7,6,1.5099073830536491,0.8068754016455384,14,A12BA01|A12BA51|B05XA01,SLC12A1|SLC12A2|SLC12A4|SLC12A5|SLC12A6|SLC12A7,6
