compound_inchikey,compound_firstblock,drugbank_inchikey,drugbank_id,compound_name,match_type,cpie_targets,n_cpie_targets,drugbank_targets,n_drugbank_targets,mean_ave_pchembl,median_ave_pchembl,n_cpie_associations,atc_codes,drugbank_targets_original,n_drugbank_targets_original
PFNFFQXMRSDOHW-UHFFFAOYSA-N,PFNFFQXMRSDOHW,PFNFFQXMRSDOHW-UHFFFAOYSA-N,DB00127,Spermine,full_inchikey,AANAT|ACAD8|ACAD9|ACADM|ACADS|ACADSB|ACADVL|ACOX1|ACOX2|ACOX3|ACOXL|ADRB1|ADRB2|CA1|CA12|CA14|CA2|CA3|CA4|CA5A|CA5B|CA6|CA7|CA9|CASP2|CASR|CLPB|CYP11A1|CYP11B1|CYP11B2|CYP17A1|CYP1A1|CYP1A2|CYP20A1|CYP24A1|CYP26A1|CYP26B1|CYP27A1|CYP27B1|CYP27C1|CYP2A13|CYP2A6|CYP2A7|CYP2B6|CYP2C18|CYP2C19|CYP2C8|CYP2C9|CYP2E1|CYP2F1|CYP2J2|CYP2R1|CYP2S1|CYP2U1|CYP2W1|CYP39A1|CYP3A4|CYP3A43|CYP3A5|CYP3A7|CYP46A1|CYP4A11|CYP4A22|CYP4B1|CYP4F11|CYP4F12|CYP4F2|CYP4F22|CYP4F3|CYP4V2|CYP4X1|CYP4Z1|CYP51A1|CYP7A1|CYP7B1|CYP8B1|DRD1|GCDH|GNPNAT1|GRIN1|GRIN2A|GRIN2B|KDM1A|KDM1B|MAOA|MAOB|MPO|ODC1|PTGIS|SAT1|SAT2|SATL1|SLC22A1|SLC22A4|SMOX|SMS|SRM|TDP1|TYMS|UBE2N|XDH,101,ADRB1|ADRB2|CA14|CA4|CA6|CA9|CASR|GRIN1|GRIN2A|ODC1|SMOX|SMS,12,5.221023108895468,5.085145059366608,101,,ADRB1|ADRB2|CA14|CA4|CA6|CA9|CASR|GRIN1|GRIN2A|ODC1|SMOX|SMS,12
PFTAWBLQPZVEMU-DZGCQCFKSA-N,PFTAWBLQPZVEMU,PFTAWBLQPZVEMU-DZGCQCFKSA-N,DB14086,Cianidanol,full_inchikey,ALPG|ALPI|ALPL|BACE1|CA1|CA12|CA14|CA2|CA3|CA4|CA5A|CA5B|CA6|CA7|CA9|CD38|DAPK1|F2|FEN1|MTNR1A|MTNR1B|OPRD1|OPRK1|POLB|POLH|PTGS1|PTGS2|XDH,28,CA1|CA12|CA14|CA2|CA4|CA6|CA9|PTGS1,8,4.861748033207456,4.899998417198648,28,,CA1|CA12|CA14|CA2|CA4|CA6|CA9|PTGS1,8
PGAVKCOVUIYSFO-XVFCMESISA-N,PGAVKCOVUIYSFO,PGAVKCOVUIYSFO-XVFCMESISA-N,DB04005,Uridine 5'-triphosphate,full_inchikey,CAD|CGAS|IFIT5|ILF2|LIG1|LIG3|MED26|MTPAP|P2RX1|P2RX2|P2RX3|P2RX4|P2RX5|P2RX6|P2RY1|P2RY11|P2RY2|P2RY4|P2RY6|POLR1A|POLR1B|POLR1D|POLR1H|POLR2B|POLR2C|POLR2E|POLR2F|POLR2I|POLR2J|POLR2J3|POLR2K|POLR2L|POLR3A|POLR3B|POLR3K|PPEF1|PPEF2|PPP2CA|PPP2CB|PPP3CA|PPP3CB|PPP3CC|PPP4C|PPP5C|PRIM1|TCEA1|TCEA2|TCEA3|TCEANC2|TENT2|TENT4A|TENT4B|TUT1|TUT4|TUT7|UAP1|UAP1L1|UBXN7|UCK2|UGP2|ZFR|ZFR2,62,P2RY11|P2RY2|P2RY4|P2RY6|UCK2,5,6.163975400938968,6.1419983281826,62,,P2RY11|P2RY2|P2RY4|P2RY6|UCK2,5
PHIQHXFUZVPYII-ZCFIWIBFSA-N,PHIQHXFUZVPYII,PHIQHXFUZVPYII-ZCFIWIBFSA-N,DB00583,Levocarnitine,full_inchikey,CES1|CHAT|CPT1A|CPT1B|CPT1C|CPT2|CRAT|CROT|MPO|SLC22A16|SLC22A4|SLC22A5|SLC22A8|SLC25A20|SLC25A29|SLCO1B1|XDH,17,CES1|CPT1A|CPT1B|CPT2|CRAT|CROT|MPO|SLC22A4|SLC22A5|SLC25A20|SLC25A29|XDH,12,4.522878745280337,4.522878745280337,17,A16AA01,CES1|CPT1A|CPT1B|CPT2|CRAT|CROT|MPO|SLC22A4|SLC22A5|SLC25A20|SLC25A29|XDH,12
PMATZTZNYRCHOR-CGLBZJNRSA-N,PMATZTZNYRCHOR,PMATZTZNYRCHOR-CGLBZJNRSA-N,DB00091,Cyclosporine,full_inchikey,ABCB1|ABCB10|ABCB11|ABCB4|ABCB5|ABCB8|ABCB9|ABCC1|ABCC10|ABCC11|ABCC12|ABCC2|ABCC3|ABCC4|ABCC5|ABCC6|ABCC8|ABCC9|ABCG2|ADRA1A|AR|ATXN2|CAMLG|CFTR|CYP19A1|CYP1A2|CYP2C19|CYP2C9|CYP2D6|CYP3A4|CYP3A43|CYP3A5|CYP3A7|CYP3A7-CYP3A51P|DHODH|ESR1|ESRRA|FKBP1A|FKBP1B|FKBP4|FPR1|GLI3|IL2|LDLR|NFE2L2|NGF|NR1H4|NR1I2|NR1I3|NSD2|PDGFB|PPIA|PPIB|PPID|PPIF|PPP3CA|PPP3CC|PPP3R1|PPP3R2|RARB|SLC10A1|SLC10A2|SLC22A6|SLCO1B1|SLCO1B3|SLCO2B1|SP1|TACR1|TACR2|TAP1,70,CAMLG|PPIA|PPIF|PPP3CA|PPP3R2,5,5.701864398870952,5.54868955416217,70,L04AD01|S01XA18,CAMLG|PPIA|PPIF|PPP3CA|PPP3R2,5
POULHZVOKOAJMA-UHFFFAOYSA-N,POULHZVOKOAJMA,POULHZVOKOAJMA-UHFFFAOYSA-N,DB03017,Lauric acid,full_inchikey,ADH5|ALB|AR|C8G|CD55|CYP2C19|FFAR1|FFAR4|GLTP|GM2A|GPR84|HNF4A|LTF|LY96|OXSM|PAEP|PLA2G2A|PLA2G2D|PPARA|PPARD|PPARG|RXRA|TLR4|UNC119|VLDLR,25,ADH5|C8G|GLTP|GM2A|HNF4A|LTF|LY96|PLA2G2A|PLA2G2D|PPARA|TLR4|VLDLR,12,4.7793585662070495,4.522878745280337,25,,ADH5|C8G|GLTP|GM2A|HNF4A|LTF|LY96|PLA2G2A|PLA2G2D|PPARA|TLR4|VLDLR,12
PTOAARAWEBMLNO-KVQBGUIXSA-N,PTOAARAWEBMLNO,PTOAARAWEBMLNO-KVQBGUIXSA-N,DB00242,Cladribine,full_inchikey,ABCB1|ABCC3|ABCC4|ABCG2|ADA|BCL2L11|CREB1|CYP1A2|DCK|DGUOK|ESR1|ESRRA|GLI3|NR1I2|NR5A1|NSD2|PARP1|PDE4D|PNP|POLA1|POLE|POLE2|POLE3|POLE4|RARA|RORA|RRM1|RRM2|RRM2B|SLC28A3|SLC29A1|SYK|TP53|YES1,34,ADA|PARP1|PNP|POLA1|POLE|POLE2|POLE3|POLE4|RRM1|RRM2|RRM2B,11,5.28175349754708,5.392135969670778,34,L01BB04|L04AA40,ADA|PARP1|PNP|POLA1|POLE|POLE2|POLE3|POLE4|RRM1|RRM2|RRM2B,11
PVKSNHVPLWYQGJ-FCIPNVEPSA-N,PVKSNHVPLWYQGJ,PVKSNHVPLWYQGJ-FCIPNVEPSA-N,DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,full_inchikey,ACTA1|CCT3|CFTR|CSNK2A1|DAPK1|DTYMK|EPHA2|EPHB2|GALK1|GSK3B|GSS|HK1|IGF1R|ITPKA|KIF1A|KIF2C|LCK|MAPK10|MAPK12|PFKFB4|PIM1|RAD51|SRPK2|TOP2B|TRPM7|VCP,26,ACTA1|CCT3|CFTR|CSNK2A1|DAPK1|DTYMK|EPHA2|EPHB2|GALK1|GSK3B|GSS|HK1|IGF1R|ITPKA|KIF1A|KIF2C|LCK|MAPK10|MAPK12|PFKFB4|PIM1|RAD51|SRPK2|TOP2B|TRPM7|VCP,26,,,26,,ACTA1|CCT3|CFTR|CSNK2A1|DAPK1|DTYMK|EPHA2|EPHB2|GALK1|GSK3B|GSS|HK1|IGF1R|ITPKA|KIF1A|KIF2C|LCK|MAPK10|MAPK12|PFKFB4|PIM1|RAD51|SRPK2|TOP2B|TRPM7|VCP,26
PVNIIMVLHYAWGP-UHFFFAOYSA-N,PVNIIMVLHYAWGP,PVNIIMVLHYAWGP-UHFFFAOYSA-N,DB00627,Niacin,full_inchikey,APP|CYP2D6|CYP2E1|CYP3A4|DAO|DDO|DGAT2|HCAR2|HCAR3|HTR2A|NFE2L2|NNMT|QPRT|SERPINA7|SLC16A1|SLC16A3|SLC22A5|SLC47A1|SLC5A8|SLCO2B1|SNCA|XDH,22,DGAT2|HCAR2|HCAR3|NNMT|QPRT,5,4.810076465208167,4.62,22,C04AC01|C10AD02|C10AD52|C10BA01,DGAT2|HCAR2|HCAR3|NNMT|QPRT,5
PWKSKIMOESPYIA-BYPYZUCNSA-N,PWKSKIMOESPYIA,PWKSKIMOESPYIA-BYPYZUCNSA-N,DB06151,Acetylcysteine,full_inchikey,ACY1|ALB|CHUK|CYP2C19|FCN2|GRIN1|GRIN2A|GRIN2B|GRIN2D|GRIN3A|GSS|HDAC1|IKBKB|LYZ|PTGS2|RXRA|SLC22A6|SLC7A11|SLCO1B1,19,ACY1|CHUK|GRIN1|GRIN2A|GRIN2B|GRIN2D|GRIN3A|GSS|IKBKB|SLC7A11,10,4.351341082630831,4.642631327426667,19,R05CB01|S01XA08|V03AB23,ACY1|CHUK|GRIN1|GRIN2A|GRIN2B|GRIN2D|GRIN3A|GSS|IKBKB|SLC7A11,10
PWWVAXIEGOYWEE-UHFFFAOYSA-N,PWWVAXIEGOYWEE,PWWVAXIEGOYWEE-UHFFFAOYSA-N,DB01069,Promethazine,full_inchikey,ABCB1|ABCC3|ABCC4|ACKR3|ADORA1|ADORA2A|ADORA2B|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|AGTR1|AGTR2|ALB|APLNR|AR|ATXN2|AVPR1A|AVPR1B|AVPR2|BDKRB1|BRS3|CACNA1B|CALM1|CBX1|CCKAR|CCKBR|CCR1|CCR3|CCR4|CCR5|CCR9|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CNR1|CNR2|CXCR4|CXCR6|CYP1A2|CYP2B6|CYP2C19|CYP2C9|CYP2D6|CYP3A7|DRD1|DRD2|DRD3|DRD4|DRD5|EDNRA|EDNRB|ESR2|FFAR4|GALR1|GALR2|GALR3|GHSR|GLI3|GNRHR|GPR119|GPR12|GPR135|GPR139|GPR142|GPR148|GPR150|GPR151|GPR161|GPR173|GPR176|GPR19|GPR22|GPR26|GPR27|GPR3|GPR37|GPR37L1|GPR39|GPR45|GPR52|GPR6|GPR61|GPR62|GPR63|GPR65|GPR78|GPR83|GPR84|GPR85|GPR88|GPT2|GRPR|HCRTR1|HCRTR2|HRH1|HRH2|HRH3|HRH4|HTR1A|HTR1B|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR4|HTR5A|HTR6|HTR7|HTT|JUN|KCNH2|KISS1R|LPAR1|LPAR2|LPAR3|LSP1|LTB4R|LTB4R2|MC1R|MC2R|MC3R|MC4R|MC5R|MCHR1|MCHR2|MLNR|NMBR|NMUR1|NMUR2|NPBWR2|NPFFR1|NPFFR2|NPSR1|NPY1R|NPY2R|NPY4R|NPY5R|NSD2|NTSR1|NTSR2|OPN1LW|OPN1MW2|OPN1SW|OPN3|OPN4|OPN5|OPRD1|OPRK1|OPRL1|OPRM1|OXTR|PRLHR|PRNP|PROKR1|PROKR2|PTGDR|PTGER1|PTGER2|PTGER3|PTGER4|PTGFR|PTGIR|QRFPR|RARA|RGR|RHO|RRH|RXFP3|RXFP4|SCN1A|SCN2A|SCN3A|SIGMAR1|SLC22A1|SLC6A2|SLC6A4|SSTR1|SSTR2|SSTR4|SSTR5|TAAR1|TAAR2|TAAR5|TAAR6|TAAR8|TBXA2R|TMIGD3|TRHR|UTS2R,198,ADRA1A|CALM1|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HRH2|KCND1|LPAR4|SCN1A,13,5.795797452440501,5.560032214764547,198,D04AA10|R06AD02|R06AD52|V03AB05,ADRA1A|CALM1|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HRH2|KCND1|LPAR4|SCN1A,13
PXGPLTODNUVGFL-YNNPMVKQSA-N,PXGPLTODNUVGFL,PXGPLTODNUVGFL-YNNPMVKQSA-N,DB12789,Dinoprost,full_inchikey,ABCC3|ABCC4|ACKR3|ADORA1|ADORA2A|ADORA2B|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2C|ADRB1|ADRB2|ADRB3|AGTR1|AGTR2|APLNR|AVPR1A|AVPR1B|AVPR2|BDKRB1|BRS3|CCKAR|CCKBR|CCR1|CCR3|CCR4|CCR5|CCR9|CNR1|CNR2|CXCR4|CXCR6|DRD2|DRD3|DRD4|DRD5|EDNRA|EDNRB|ESR1|FFAR4|GALR1|GALR2|GALR3|GHSR|GNRHR|GPR119|GPR12|GPR135|GPR139|GPR142|GPR148|GPR150|GPR151|GPR161|GPR173|GPR176|GPR19|GPR22|GPR26|GPR27|GPR3|GPR37|GPR37L1|GPR39|GPR45|GPR52|GPR6|GPR61|GPR62|GPR63|GPR65|GPR78|GPR83|GPR84|GPR85|GPR88|GRPR|HCRTR1|HCRTR2|HRH2|HRH3|HRH4|HTR1A|HTR1B|HTR1E|HTR1F|HTR2B|HTR2C|HTR4|HTR5A|HTR6|HTR7|KISS1R|LPAR1|LPAR2|LPAR3|LSP1|LTB4R|LTB4R2|MC1R|MC2R|MC3R|MC4R|MC5R|MCHR1|MCHR2|MLNR|NMBR|NMUR1|NMUR2|NPBWR2|NPFFR1|NPFFR2|NPSR1|NPY1R|NPY2R|NPY4R|NPY5R|NTSR1|NTSR2|OPN1LW|OPN1MW2|OPN1SW|OPN3|OPN4|OPN5|OPRD1|OPRK1|OPRL1|OPRM1|OXTR|PRLHR|PROKR1|PROKR2|PTGDR|PTGDR2|PTGER1|PTGER2|PTGER3|PTGER4|PTGFR|PTGIR|QRFPR|RGR|RHO|RRH|RXFP3|RXFP4|SLC22A1|SLC22A11|SLC22A2|SLC22A6|SLC22A7|SLC22A8|SLCO1A2|SLCO1B1|SLCO1B3|SLCO1B3-SLCO1B7|SLCO2A1|SLCO2B1|SLCO3A1|SLCO4A1|SLCO4C1|SLCO5A1|SLCO6A1|SSTR1|SSTR2|SSTR4|SSTR5|TAAR1|TAAR2|TAAR5|TAAR6|TAAR8|TBXA2R|TMIGD3|TRHR|UTS2R,179,PTGDR|PTGDR2|PTGER1|PTGER2|PTGER3|PTGER4|PTGFR|TBXA2R,8,6.065477878959758,6.2403321553103694,179,G02AD01,PTGDR|PTGDR2|PTGER1|PTGER2|PTGER3|PTGER4|PTGFR|TBXA2R,8
PXXJHWLDUBFPOL-UHFFFAOYSA-O,PXXJHWLDUBFPOL,PXXJHWLDUBFPOL-UHFFFAOYSA-O,DB03127,Benzamidine,full_inchikey,ATOX1|C1S|CSNK2A1|ECI1|F10|F2|KLK1|KLK6|PLAT|PLAU|PRSS1|PRSS2|PRSS3|ST14|TPSB2,15,ATOX1|CSNK2A1|ECI1|KLK1|KLK6|PLAU|PRSS1|PRSS2|PRSS3|ST14,10,3.7913854287427817,3.833447400539459,15,,ATOX1|CSNK2A1|ECI1|KLK1|KLK6|PLAU|PRSS1|PRSS2|PRSS3|ST14,10
PYUSHNKNPOHWEZ-YFKPBYRVSA-N,PYUSHNKNPOHWEZ,PYUSHNKNPOHWEZ-YFKPBYRVSA-N,DB04464,N-Formylmethionine,full_inchikey,ATP5MC1|ATP5MC2|ATP5MC3|ATP6V0B|ATP6V0C|B2M|CLPP|COA6|COX4I1|COX4I2|COX5A|COX5B|COX6A1|COX6A2|COX6B1|COX6B2|COX6C|COX7A1|COX7B|COX7C|COX8A|CYC1|FDPS|FNTA|FNTB|GDAP2|GGPS1|HLA-A|HLA-B|HLA-C|HLA-F|HLA-G|IMP3|MACROD1|MACROD2|MACROH2A1|MACROH2A2|MR1|MRPS10|MRPS11|MRPS12|MRPS14|MRPS15|MRPS16|MRPS18A|MRPS18C|MRPS2|MRPS5|MRPS6|MRPS7|MRPS9|MT-CO1|MT-CO2|MT-CO3|MT-CYB|MT-ND1|MT-ND3|MTFMT|NAPEPLD|PARP14|PARP15|PARP9|PDSS1|PDSS2|PGGT1B|PMPCA|PMPCB|RABGGTA|RABGGTB|RNASE1|RPS11|RPS13|RPS14|RPS15|RPS15A|RPS16|RPS18|RPS2|RPS20|RPS23|RPS29|RPS3|RPS5|RPS9|RPSA|RUSC1|S100B|S100G|SERPINC1|UBB|UBC|UQCR10|UQCRB|UQCRC1|UQCRC2|UQCRFS1|UQCRH|UQCRQ,98,B2M|CLPP|COX4I1|COX5A|COX5B|COX6A2|COX6B1|COX6C|COX7A1|COX7B|COX7C|COX8A|HLA-B|MT-CO1|MT-CO2|MT-CO3|MT-ND1|MT-ND3|RABGGTA|RABGGTB|RNASE1|S100B|S100G|SERPINC1|UBC,25,,,98,,B2M|CLPP|COX4I1|COX5A|COX5B|COX6A2|COX6B1|COX6C|COX7A1|COX7B|COX7C|COX8A|HLA-B|MT-CO1|MT-CO2|MT-CO3|MT-ND1|MT-ND3|RABGGTA|RABGGTB|RNASE1|S100B|S100G|SERPINC1|UBC,25
QDLHCMPXEPAAMD-QAIWCSMKSA-N,QDLHCMPXEPAAMD,QDLHCMPXEPAAMD-QAIWCSMKSA-N,DB08059,Wortmannin,full_inchikey,ABCB11|ABCC2|ABCC3|ABCC4|ATR|BOLA2-SMG1P6|C5|EGFLAM|EPAS1|HIF1A|HSP90AA1|IGFN1|IGSF22|IL12A|IL12B|ITGAV|ITGB3|MAPT|MTOR|MYLK|OBSCN|OBSL1|PI4KA|PI4KB|PIK3C2A|PIK3C2B|PIK3C3|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|PIK3R5|PIM2|PLK1|PLK2|PLK3|PLK4|PLK5|POLI|PRKDC|PTGER1|REL|RPS6|SMG1|SPEG|THRA|TRRAP|TTN|VDR,50,PIK3CA|PIK3CD|PIK3CG|PIK3R1|PLK1,5,6.085944462118055,6.358273661756906,50,,PIK3CA|PIK3CD|PIK3CG|PIK3R1|PLK1,5
QGWNDRXFNXRZMB-UUOKFMHZSA-N,QGWNDRXFNXRZMB,QGWNDRXFNXRZMB-UUOKFMHZSA-N,DB04315,Guanosine-5'-Diphosphate,full_inchikey,ADAM17|ADSS1|ARF1|ARF4|ARF6|ARL1|ARL3|ARL5A|ARL5B|CDC42|EEF1A1|EEF2|EFL1|EIF2S3|FUT5|FUT6|FUT7|FUT9|GMDS|GNAI1|GNAT1|GSPT1|HRAS|IRGC|KRAS|MMP2|MMP7|NME1|NME2|P2RY6|RAB11A|RAB5A|RAB7A|RAB8B|RAB9A|RAC1|RALA|RAN|RAP2A|RHEB|RHOA|SAR1B|SOS1|ST3GAL1|TGM2|TGM3|TUFM,47,ADSS1|ARF1|ARF4|ARF6|ARL1|ARL3|ARL5A|ARL5B|CDC42|EEF1A1|EEF2|EFL1|EIF2S3|GMDS|GNAI1|GNAT1|GSPT1|HRAS|IRGC|NME1|NME2|RAB11A|RAB5A|RAB7A|RAB8B|RAB9A|RAC1|RALA|RAN|RAP2A|RHEB|RHOA|SAR1B|TGM2|TGM3|TUFM,36,4.499616997278596,4.170682615660455,47,,ADSS1|ARF1|ARF4|ARF6|ARL1|ARL3|ARL5A|ARL5B|CDC42|EEF1A1|EEF2|EFL1|EIF2S3|GMDS|GNAI1|GNAT1|GSPT1|HRAS|IRGC|NME1|NME2|RAB11A|RAB5A|RAB7A|RAB8B|RAB9A|RAC1|RALA|RAN|RAP2A|RHEB|RHOA|SAR1B|TGM2|TGM3|TUFM,36
QHMBSVQNZZTUGM-ZWKOTPCHSA-N,QHMBSVQNZZTUGM,QHMBSVQNZZTUGM-ZWKOTPCHSA-N,DB09061,Cannabidiol,full_inchikey,AANAT|ABCB1|ABCC1|ABCG2|ABTB1|ACAT1|ADORA1|ADRA2B|ADRA2C|ALOX15|ALOX5|ANK1|ANK2|ANK3|ANKDD1B|ANKEF1|ANKFY1|ANKHD1-EIF4EBP3|ANKK1|ANKRA2|ANKRD1|ANKRD10|ANKRD16|ANKRD17|ANKRD18A|ANKRD18B|ANKRD2|ANKRD22|ANKRD23|ANKRD24|ANKRD26|ANKRD27|ANKRD28|ANKRD29|ANKRD30A|ANKRD30B|ANKRD30BL|ANKRD35|ANKRD36|ANKRD36C|ANKRD37|ANKRD39|ANKRD42|ANKRD44|ANKRD46|ANKRD49|ANKRD50|ANKRD52|ANKRD53|ANKRD54|ANKRD55|ANKRD6|ANKRD60|ANKRD61|ANKRD63|ANKRD65|ANKRD66|ANKRD7|ANKRD9|ANKS1A|ANKS1B|ANKS3|ANKS4B|ANKS6|ASB1|ASB10|ASB11|ASB12|ASB13|ASB14|ASB15|ASB16|ASB18|ASB2|ASB4|ASB5|ASB6|ASB7|ASB8|ASB9|ASPG|ASZ1|BARD1|BCL3|CACNA1G|CACNA1H|CACNA1I|CASKIN1|CASKIN2|CASP1|CAT|CDKN2B|CDKN2C|CDKN2D|CES1|CHRM2|CHRNA7|CNR1|CNR2|CRYZ|CTTNBP2|CYP17A1|CYP1A1|CYP1A2|CYP1B1|CYP2A6|CYP2B6|CYP2C19|CYP2C8|CYP2C9|CYP2D6|CYP2E1|CYP2J2|CYP3A4|CYP3A5|CYP3A7|DAGLA|DIABLO|DRD1|EHMT1|EHMT2|ESPNL|FAAH|FABP1|FANK1|FEM1A|FEM1B|FEM1C|FPGT-TNNI3K|GABPB1|GABPB2|GLRA1|GLRA3|GPR119|GPR12|GPR18|GPR55|GPX1|GPX4|GSR|HACE1|HCRTR1|HMGCR|HRH3|HTR1A|HTR2A|HTR2B|HTR2C|HTR3A|IDO1|IFNB1|ILK|INVS|KANK1|KANK3|KANK4|KIDINS220|LDHA|MIB1|MPHOSPH8|NAAA|NFKB1|NFKB2|NFKBIA|NFKBIB|NFKBIE|NFKBIZ|NKPD1|NOTCH2|NOTCH3|NOTCH4|NQO1|NR1I2|NR1I3|NRARP|NSD2|OPRD1|OPRK1|OPRM1|PIDD1|PLA2G6|POTEB|POTEB2|POTEC|POTED|POTEE|POTEH|POTEI|POTEJ|PPARG|PPP1R12A|PPP1R12C|PPP1R16A|PPP1R16B|PPP1R27|PSMD10|PTGS1|PTGS2|RAI14|RFXANK|RIPK4|RNASEL|SHANK1|SHANK2|SLC29A1|SNCAIP|SOD1|SOWAHC|SYK|TANC1|TANC2|TBXA2R|TMEM97|TNKS|TNKS2|TONSL|TRPA1|TRPM8|TRPV1|TRPV2|TRPV3|TRPV4|UACA|UGT1A7|UGT1A9|UGT2B17|UGT2B7|VDAC1|XIAP|ZDHHC13|ZDHHC17,231,AANAT|ACAT1|ADORA1|CACNA1G|CACNA1H|CACNA1I|CAT|CHRNA7|CNR1|CNR2|CYP17A1|GLRA1|GLRA3|GPR12|GPR18|GPR55|GPX1|GSR|HMGCR|HTR1A|HTR2A|HTR3A|IDO1|NAAA|NQO1|OPRD1|OPRM1|PPARG|PTGS1|PTGS2|SOD1|TRPA1|TRPM8|TRPV1|TRPV2|TRPV3|TRPV4|VDAC1,38,,5.503372081961455,231,N03AX24,AANAT|ACAT1|ADORA1|CACNA1G|CACNA1H|CACNA1I|CAT|CHRNA7|CNR1|CNR2|CYP17A1|GLRA1|GLRA3|GPR12|GPR18|GPR55|GPX1|GSR|HMGCR|HTR1A|HTR2A|HTR3A|IDO1|NAAA|NQO1|OPRD1|OPRM1|PPARG|PTGS1|PTGS2|SOD1|TRPA1|TRPM8|TRPV1|TRPV2|TRPV3|TRPV4|VDAC1,38
QNAYBMKLOCPYGJ-REOHCLBHSA-N,QNAYBMKLOCPYGJ,QNAYBMKLOCPYGJ-REOHCLBHSA-N,DB00160,Alanine,full_inchikey,AARS1|AARS2|ABAT|ABHD10|ABHD11|ABHD14A|ABHD14B|ABHD4|ABHD5|ACACB|ACR|AGXT|AGXT2|AIMP2|ALDH16A1|ALDH1A1|ALDH1A2|ALDH1A3|ALDH1B1|ALDH1L1|ALDH1L2|ALDH2|ALDH3A1|ALDH3A2|ALDH3B2|ALDH4A1|ALDH5A1|ALDH7A1|ALDH8A1|ALDH9A1|ANPEP|AOPEP|AZU1|BPGM|C1RL|C1S|C2|CARNS1|CELA1|CELA2A|CELA2B|CELA3A|CELA3B|CFB|CFD|CFI|CMA1|CORIN|CTRB1|CTRB2|CTRC|CTRL|CTSG|CWC27|ELANE|ENOSF1|ENPEP|EPHX1|ERAP1|ERAP2|F10|F11|F12|F2|F7|F9|GATM|GPT|GPT2|GZMA|GZMB|GZMH|GZMK|GZMM|HABP2|HGF|HGFAC|HP|HPN|HPR|IFFO2|IL4I1|KARS1|KLK1|KLK10|KLK11|KLK12|KLK13|KLK14|KLK15|KLK2|KLK3|KLK4|KLK5|KLK6|KLK7|KLK8|KLKB1|KYNU|LIPA|LIPF|LIPJ|LIPK|LIPM|LIPN|LNPEP|LPA|LTA4H|LVRN|MASP1|MASP2|MDH2|MST1|NCS1|NFS1|NKTR|NPEPPS|OVCH1|PGAM1|PGAM2|PGAM4|PHYKPL|PIN1|PLAT|PLAU|PLG|PPIA|PPIAL4D|PPIAL4F|PPIAL4G|PPID|PPIE|PPIF|PPIG|PPIH|PPIL1|PPIL3|PPIL4|PPIL6|PPME1|PROC|PROZ|PRSS1|PRSS12|PRSS21|PRSS22|PRSS27|PRSS3|PRSS33|PRSS36|PRSS37|PRSS38|PRSS48|PRSS50|PRSS53|PRSS54|PRSS55|PRSS57|PRSS58|PRSS8|PRTN3|PVR|RANBP2|RNPEP|RNPEPL1|SERHL2|SLC15A1|SLC15A2|SLC15A3|SLC15A4|SLC15A5|SLC16A10|SLC1A4|SLC36A1|SLC6A1|SLC6A11|SLC6A12|SLC6A13|SLC6A15|SLC6A16|SLC6A17|SLC6A18|SLC6A19|SLC6A2|SLC6A20|SLC6A3|SLC6A4|SLC6A5|SLC6A7|SLC6A8|SLC6A9|SLC7A8|SRPK1|SRSF1|ST14|TMPRSS11A|TMPRSS11B|TMPRSS11D|TMPRSS11E|TMPRSS11F|TMPRSS12|TMPRSS13|TMPRSS15|TMPRSS2|TMPRSS4|TMPRSS5|TMPRSS6|TMPRSS7|TPSAB1|TPSD1|TPSG1|TRHDE|XDH,213,AARS1|AARS2|ABAT|AGXT|AGXT2|GPT|GPT2|KYNU|NFS1|PHYKPL|SLC1A4|SLC36A1|SLC7A8,13,3.3873453591370684,3.3873453591370684,213,,AARS1|AARS2|ABAT|AGXT|AGXT2|GPT|GPT2|KYNU|NFS1|PHYKPL|SLC1A4|SLC36A1|SLC7A8,13
