compound_inchikey,compound_firstblock,drugbank_inchikey,drugbank_id,compound_name,match_type,cpie_targets,n_cpie_targets,drugbank_targets,n_drugbank_targets,mean_ave_pchembl,median_ave_pchembl,n_cpie_associations,atc_codes,drugbank_targets_original,n_drugbank_targets_original
ADEBPBSSDYVVLD-UHFFFAOYSA-N,ADEBPBSSDYVVLD,ADEBPBSSDYVVLD-UHFFFAOYSA-N,DB00843,Donepezil,full_inchikey,ACHE|BACE1|CHRNE|DRD4|SIGMAR1,5,ACHE,1,7.1185873959193176,7.4916138362466205,5,N06DA02|N06DA52|N06DA53,ACHE|BCHE|GRIN1|HTR2A|IL1B|NFKB2|NOS1|TNFAIP6,8
AFSDNFLWKVMVRB-UHFFFAOYSA-N,AFSDNFLWKVMVRB,AFSDNFLWKVMVRB-UHFFFAOYSA-N,DB08846,Ellagic acid,full_inchikey,AKR1B1|APOBEC3G|APP|BAZ2B|CBFB|CSNK2A1|CSNK2A2|CSNK2B|EGFR|ELAVL3|GALNT2|GPR35|HPGD|HSPA1A|IGF1R|INSR|KDR|MET|NUAK1|POLB|POLH|POLI|POLK|RUNX1|SLC22A6|SMAD3|SPHK1|SRC|TEK,29,CSNK2A1|HSPA1A,2,6.547312147853737,6.533323357425862,29,,CA1|CA12|CA14|CA2|CA3|CA4|CA5A|CA5B|CA6|CA7|CA9|CSNK2A1|GSK3B|HSPA1A|HSPA1B|PRKACA|PRKCA|PRKCB|SQLE|SYK,20
AHOUBRCZNHFOSL-YOEHRIQHSA-N,AHOUBRCZNHFOSL,AHOUBRCZNHFOSL-YOEHRIQHSA-N,DB00715,Paroxetine,full_inchikey,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CYP2D6|MPO|SLC6A2|SLC6A3|SLC6A4|TACR1,11,CHRM1|SLC6A2|SLC6A4,3,6.9324359326587945,6.6118799868079945,11,N06AB05,ADRA1A|ADRA2A|ADRB1|CHRM1|DRD1|DRD2|HRH1|HTR1A|HTR2A|HTR2B|SLC6A2|SLC6A4,12
AIONOLUJZLIMTK-AWEZNQCLSA-N,AIONOLUJZLIMTK,AIONOLUJZLIMTK-AWEZNQCLSA-N,DB01094,Hesperetin,full_inchikey,CA12|CA4|CA7|CYP1B1|DPP4|HDAC6|MAPK14|XDH,8,,0,6.874344411262195,6.4466759330381,8,,DGAT1|MTTP|SHBG|SOAT1|SOAT2,5
AOJJSUZBOXZQNB-TZSSRYMLSA-N,AOJJSUZBOXZQNB,AOJJSUZBOXZQNB-TZSSRYMLSA-N,DB00997,Doxorubicin,full_inchikey,AURKA|DHCR7|EBP|EPAS1|ESR1|HIF1A|IFNB1|NSD2|TOP2A|YWHAG,10,TOP2A,1,6.628777774355082,6.478821646959718,10,L01DB01,NOLC1|TERT|TOP1|TOP2A|TOP2B,5
AQHHHDLHHXJYJD-UHFFFAOYSA-N,AQHHHDLHHXJYJD,AQHHHDLHHXJYJD-UHFFFAOYSA-N,DB00571,Propranolol,full_inchikey,ADRB1|ADRB2|ADRB3|HTR1A|SLC6A4,5,ADRB1|ADRB2|ADRB3|HTR1A,4,7.443955672335152,7.498158507001757,5,C07AA05|C07BA05|C07FX01,ADRB1|ADRB2|ADRB3|HTR1A|HTR1B,5
AURFZBICLPNKBZ-SYBPFIFISA-N,AURFZBICLPNKBZ,AURFZBICLPNKBZ-SYBPFIFISA-N,DB11859,Brexanolone,full_inchikey,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ,16,GABRA1|GABRB2|GABRD|GABRG2|GABRG3,5,7.296815240387395,7.134960673846167,16,N06AX29,GABRA1|GABRB2|GABRD|GABRG2|GABRG3,5
BCGWQEUPMDMJNV-UHFFFAOYSA-N,BCGWQEUPMDMJNV,BCGWQEUPMDMJNV-UHFFFAOYSA-N,DB00458,Imipramine,full_inchikey,ADORA3|ADRA1A|ADRA2B|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CNR1|DRD2|DRD3|HRH1|HRH2|HTR2A|HTR2C|HTR6|HTR7|KCNH1|SLC22A2|SLC6A2|SLC6A4,21,ADRA1A|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR2A|HTR2C|HTR6|HTR7|KCNH1|SLC6A2|SLC6A4,15,6.98152573726724,6.835281801993852,21,N06AA02,ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|HRH1|HTR1A|HTR2A|HTR2C|HTR6|HTR7|KCND2|KCND3|KCNH1|KCNH2|ORM2|SLC6A2|SLC6A3|SLC6A4,24
BNRNXUUZRGQAQC-UHFFFAOYSA-N,BNRNXUUZRGQAQC,BNRNXUUZRGQAQC-UHFFFAOYSA-N,DB00203,Sildenafil,full_inchikey,ADORA2A|PDE1A|PDE1B|PDE1C|PDE5A|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|SLCO1B3,12,PDE5A|PDE6G|PDE6H,3,7.388939494446567,7.8207200460194795,12,G01AE10|G04BE03,CD274|ODC1|PDE5A|PDE6G|PDE6H|SERPING1,6
BTCSSZJGUNDROE-UHFFFAOYSA-N,BTCSSZJGUNDROE,BTCSSZJGUNDROE-UHFFFAOYSA-N,DB02530,gamma-Aminobutyric acid,full_inchikey,GABBR1|GABBR2|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GABRR1|GABRR3|GP6,20,GABBR1|GABBR2|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2,7,6.593054223671503,6.677722747296174,20,,GABBR1|GABBR2|GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2|GATM|ITGA4|SLC6A1|SLC6A11,12
BYBLEWFAAKGYCD-UHFFFAOYSA-N,BYBLEWFAAKGYCD,BYBLEWFAAKGYCD-UHFFFAOYSA-N,DB01110,Miconazole,full_inchikey,CYP17A1|CYP2C19|CYP2C9|CYP2J2|CYP3A4|CYP3A7|CYP51A1|HSP90AA1|SLC6A4|TBXAS1,10,,0,6.5007650795495575,6.596120557355543,10,A01AB09|A07AC01|D01AC02|D01AC52|G01AF04|G01AF20|J02AB01|S02AA13,CACNA1C|KCND1|KCNJ12|KCNMA1|NOS2|NOS3|NR1I2,7
BZKPWHYZMXOIDC-UHFFFAOYSA-N,BZKPWHYZMXOIDC,BZKPWHYZMXOIDC-UHFFFAOYSA-N,DB00819,Acetazolamide,full_inchikey,CA1|CA11|CA12|CA13|CA14|CA2|CA4|CA5A|CA5B|CA6|CA7|CA9,12,CA1|CA12|CA14|CA2|CA4|CA7,6,7.319140575631529,7.229040185669911,12,G01AE10|S01EC01,AQP1|CA1|CA12|CA14|CA2|CA3|CA4|CA7,8
CEUORZQYGODEFX-UHFFFAOYSA-N,CEUORZQYGODEFX,CEUORZQYGODEFX-UHFFFAOYSA-N,DB01238,Aripiprazole,full_inchikey,ABCB1|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|AGTR1|DRD2|DRD3|DRD4|H1-0|HRH1|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR3A|HTR3B|HTR3C|HTR3D|HTR3E|HTR6|HTR7|SLC6A4,28,ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|ADRB1|DRD2|DRD3|DRD4|HRH1|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR3A|HTR6|HTR7|SLC6A4,20,6.957478657155177,6.894392977007648,28,N05AX12,ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|GRIN1|HRH1|HRH2|HRH3|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A|HTR2B|HTR2C|HTR3A|HTR5A|HTR6|HTR7|OPRD1|OPRK1|OPRM1|SLC6A3|SLC6A4,38
CGIGDMFJXJATDK-UHFFFAOYSA-N,CGIGDMFJXJATDK,CGIGDMFJXJATDK-UHFFFAOYSA-N,DB00328,Indomethacin,full_inchikey,AR|CXCL8|EPHX2|MT-CO2|NAPRT|PTGDR2|PTGER2|PTGS1|PTGS2|SLCO1B1,10,PTGDR2|PTGS1|PTGS2,3,7.239204415202283,6.758434716179265,10,C01EB03|M01AB01|M01AB51|M02AA23|S01BC01|S01CC02,AKR1C3|EIF2AK2|GLO1|PLA2G2A|PPARA|PPARG|PTGDR2|PTGR2|PTGS1|PTGS2,10
COLNVLDHVKWLRT-QMMMGPOBSA-N,COLNVLDHVKWLRT,COLNVLDHVKWLRT-QMMMGPOBSA-N,DB00120,Phenylalanine,full_inchikey,CA1|CA13|CA14|CA2|GPR139,5,,0,7.201314164817868,7.154901959985743,5,,FARS2|FARSA|FARSB|PAH|SLC7A8|TAT|TH,7
CVHZOJJKTDOEJC-UHFFFAOYSA-N,CVHZOJJKTDOEJC,CVHZOJJKTDOEJC-UHFFFAOYSA-N,DB12418,Saccharin,full_inchikey,CA12|CA14|CA6|CA7|CA9,5,CA12|CA9,2,6.665362554540894,6.193920733334948,5,,CA1|CA12|CA2|CA3|CA9,5
DRLFMBDRBRZALE-UHFFFAOYSA-N,DRLFMBDRBRZALE,DRLFMBDRBRZALE-UHFFFAOYSA-N,DB01065,Melatonin,full_inchikey,HRH3|HTR2B|MTNR1A|MTNR1B|NQO2,5,MTNR1A|MTNR1B|NQO2,3,8.078818488369873,9.081170156950892,5,N05CH01,ASMT|CALM1|CALR|EPX|ESR1|MPO|MTNR1A|MTNR1B|NQO2|RORB,10
FAKRSMQSSFJEIM-RQJHMYQMSA-N,FAKRSMQSSFJEIM,FAKRSMQSSFJEIM-RQJHMYQMSA-N,DB01197,Captopril,full_inchikey,ACE|ACE2|F2|HRH1|REN,5,ACE,1,7.502954875283263,7.319379381312206,5,C09AA01|C09BA01,ACE|BDKRB1|LTA4H|MMP2|MMP9,5
FBOZXECLQNJBKD-ZDUSSCGKSA-N,FBOZXECLQNJBKD,FBOZXECLQNJBKD-ZDUSSCGKSA-N,DB00563,Methotrexate,full_inchikey,ATXN2|DHFR|ESRRA|FOLR1|FOLR2|HMGB1|IDH1|MTR|NFE2L2|NR1H4|NSD2|PGR|PPARG|SLC19A1|SLC46A1|SYK|TP53,17,DHFR|SLC19A1|SLC46A1,3,inf,6.875169850586141,17,L01BA01|L04AX03,ATIC|DHFR|SLC19A1|SLC46A1|TYMS,5
FIAFUQMPZJWCLV-UHFFFAOYSA-N,FIAFUQMPZJWCLV,FIAFUQMPZJWCLV-UHFFFAOYSA-N,DB04786,Suramin,full_inchikey,DUSP5|P2RY1|P2RY11|P2RY13|POLK|PTPN1,6,,0,7.418891214410152,7.551186454354779,6,P01CX02,F2|FSHR|HPSE|P2RY2|PLA2G2A|RYR1|SIRT5,7
FTVWIRXFELQLPI-ZDUSSCGKSA-N,FTVWIRXFELQLPI,FTVWIRXFELQLPI-ZDUSSCGKSA-N,DB03467,Naringenin,full_inchikey,CA12|CA4|CA7|CYP19A1|DPP4,5,CYP19A1,1,7.107772563139575,7.098847628117195,5,,AKR1C1|CYP19A1|CYP1B1|ESR1|ESR2|KANSL3|SHBG,7
FXNFHKRTJBSTCS-UHFFFAOYSA-N,FXNFHKRTJBSTCS,FXNFHKRTJBSTCS-UHFFFAOYSA-N,DB16101,Baicalein,full_inchikey,ALOX12|ALOX15|ALOX15B|AURKB|CYP1A2|CYP1B1|TP53,7,,0,6.499572834324549,6.299997602857746,7,,ALOX5|GLO1|PREP|SELL|SELP|TNF|XDH,7
GMVPRGQOIOIIMI-DWKJAMRDSA-N,GMVPRGQOIOIIMI,GMVPRGQOIOIIMI-DWKJAMRDSA-N,DB00770,Alprostadil,full_inchikey,AR|CATSPER1|CATSPER2|CATSPER3|CATSPER4|DRD1|PTGER1|PTGER2|PTGER3|PTGER4|PTGIR|SLCO2A1|SLCO3A1,13,PTGER1|PTGER2|PTGER3|PTGER4,4,7.847177513264112,8.05551732784983,13,C01EA01|G04BE01,PTGDR2|PTGER1|PTGER2|PTGER3|PTGER4|TBXA2R,6
HCYAFALTSJYZDH-UHFFFAOYSA-N,HCYAFALTSJYZDH,HCYAFALTSJYZDH-UHFFFAOYSA-N,DB01151,Desipramine,full_inchikey,ADRA1A|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|HRH1|HTR2A|SLC29A4|SLC6A2|SLC6A4,11,ADRA1A|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|HRH1|HTR2A|SLC6A2|SLC6A4,10,7.003256316963434,6.844663962534939,11,N06AA01,ADRA1A|ADRA2A|ADRB1|ADRB2|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|SLC6A2|SLC6A4|SMPD1,17
HEFNNWSXXWATRW-UHFFFAOYSA-N,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N,DB01050,Ibuprofen,full_inchikey,ASIC1|CASP3|CASP4|CASP5|CASP9|SLC5A8,6,,0,7.49346282584886,7.493155210489555,6,C01EB16|G02CC01|M01AE01|M01AE51|M02AA13|N02AJ08|N02AJ19|N02AJ23|R02AX02,BCL2|CFTR|CXCL8|CXCR1|CXCR2|FABP2|GP1BA|PPARA|PPARG|PTGS1|PTGS2|S100A7|THBD,13
HKSZLNNOFSGOKW-FYTWVXJKSA-N,HKSZLNNOFSGOKW,HKSZLNNOFSGOKW-FYTWVXJKSA-N,DB02010,Staurosporine,full_inchikey,AAK1|ABL1|ABL2|AKT1|AKT2|AKT3|ALK|ANKK1|ARHGEF7|AURKA|AURKB|AURKC|AXL|BCR|BLK|BMP2K|BMPR1B|BMX|BRAF|BRSK1|BRSK2|BTK|C8ORF44-SGK3|CAMK1|CAMK1D|CAMK1G|CAMK2A|CAMK2B|CAMK2D|CAMK2G|CAMK4|CAMKK1|CAMKK2|CASK|CCDC6|CCNA1|CCNB1|CCNB2|CCNB3|CCNC|CCND1|CCND3|CCNE1|CCNE2|CCNH|CCNK|CCNO|CCNT1|CCNT2|CCNY|CDC42BPA|CDC42BPB|CDC42BPG|CDC7|CDK1|CDK13|CDK14|CDK15|CDK16|CDK17|CDK18|CDK19|CDK2|CDK3|CDK4|CDK5|CDK5R1|CDK6|CDK7|CDK8|CDK9|CDKL1|CDKL2|CDKL5|CHEK1|CHEK2|CHUK|CILK1|CIT|CLK1|CLK2|CLK4|COLEC11|CSF1R|CSK|CSNK1A1L|CSNK1E|CSNK2A2|CYP11B2|DAPK1|DAPK2|DAPK3|DBF4|DCLK1|DCLK2|DCLK3|DDR1|DDR2|DMPK|DSTYK|DYRK1A|DYRK1B|DYRK2|DYRK3|EGFR|EIF2AK2|EIF2AK4|EPHA1|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB4|EPHB6|ERBB2|ERBB4|ERN1|ERN2|FER|FES|FGFR1|FGFR2|FGFR3|FGFR4|FGR|FLT1|FLT3|FLT4|FPGT-TNNI3K|FRK|FYN|GAK|GCK|GRK1|GRK4|GRK5|GRK6|GRK7|GSK3A|GSK3B|HASPIN|HCK|HIPK2|HIPK3|HIPK4|HUNK|IFNB1|IGF1R|IKBKB|IKBKE|INSR|INSRR|IRAK1|IRAK3|IRAK4|ITK|JAK1|JAK2|JAK3|KARS1|KDR|KIF5B|KIT|LATS1|LATS2|LCK|LIMK1|LIMK2|LRRK2|LTK|LYN|MAK|MAP2K1|MAP2K2|MAP2K3|MAP2K4|MAP2K5|MAP2K6|MAP2K7|MAP3K1|MAP3K10|MAP3K11|MAP3K12|MAP3K13|MAP3K15|MAP3K19|MAP3K2|MAP3K3|MAP3K5|MAP3K6|MAP3K7|MAP3K8|MAP3K9|MAP4K1|MAP4K2|MAP4K3|MAP4K4|MAP4K5|MAPK10|MAPK12|MAPK13|MAPK14|MAPK15|MAPK8|MAPKAPK2|MAPKAPK5|MARK1|MARK2|MARK3|MARK4|MAST1|MATK|MELK|MERTK|MET|MINK1|MKNK1|MKNK2|MST1R|MUSK|MYLK|MYLK2|MYLK3|MYLK4|MYO3A|MYO3B|NEK1|NEK11|NEK4|NEK5|NEK8|NEK9|NIM1K|NLK|NOX4|NSD2|NTRK1|NTRK2|NTRK3|NUAK1|NUAK2|OSR1|OXSR1|PAK1|PAK2|PAK3|PAK4|PAK5|PAK6|PASK|PBK|PDGFRA|PDGFRB|PDK1|PDPK1|PEAK1|PHKA1|PHKA2|PHKB|PHKG1|PHKG2|PI4KB|PIK3C2G|PIM1|PIM2|PIM3|PIP4K2B|PIP5K1A|PKN1|PKN2|PKN3|PLK2|PLK3|PLK4|PNCK|PRKAA1|PRKAA2|PRKAB1|PRKACA|PRKACB|PRKACG|PRKAG1|PRKCA|PRKCB|PRKCD|PRKCE|PRKCG|PRKCH|PRKCI|PRKCQ|PRKCZ|PRKD1|PRKD2|PRKD3|PRKG1|PRKG2|PRKX|PRP4K|PTK2|PTK2B|PTK6|RAF1|RB1|RET|RIOK1|RIOK2|RIOK3|RIPK4|RNASE3|ROCK1|ROCK2|ROS1|RPS6KA1|RPS6KA2|RPS6KA3|RPS6KA4|RPS6KA5|RPS6KA6|RPS6KB1|RPS6KB2|SBK1|SBK3|SGK1|SGK2|SGK3|SIK1|SIK2|SIK3|SLK|SLTM|SNRK|SRC|SRPK1|SRPK2|STK10|STK11|STK16|STK17A|STK17B|STK24|STK25|STK26|STK3|STK32A|STK32B|STK32C|STK33|STK35|STK38|STK38L|STK39|STK4|SYK|TAB1|TAOK1|TAOK2|TAOK3|TBK1|TEC|TEK|TELO2|TESK1|TIE1|TLK1|TLK2|TNIK|TNK1|TNK2|TNNI3K|TP53|TPTEP2-CSNK1E|TSSK1B|TSSK2|TSSK3|TSSK6|TTK|TXK|TXNRD1|TYK2|TYRO3|ULK1|ULK2|ULK3|YES1|ZAP70,390,CDK2|CSK|GSK3B|IKBKB|ITK|LCK|MAPKAPK2|PDPK1|PIM1|PRKCA|PRKCQ|SYK|ZAP70,13,7.721574623450963,7.799138121296349,390,,CDK2|CHRM1|CSK|GSK3B|IKBKB|ITK|LCK|MAPKAPK2|PDPK1|PIK3CG|PIM1|PRKCA|PRKCQ|SYK|ZAP70,15
HYIMSNHJOBLJNT-UHFFFAOYSA-N,HYIMSNHJOBLJNT,HYIMSNHJOBLJNT-UHFFFAOYSA-N,DB01115,Nifedipine,full_inchikey,CACNA1C|CACNA1D|CACNA1F|CACNA1S|CHRM1|CHRM2|CHRM3|CHRM5|CYP1A2|GLRA3|GLRB|HIF1A,12,CACNA1C|CACNA1D|CACNA1S,3,7.644038601190876,7.910773839308446,12,C07FB03|C08CA05|C08CA55|C08GA01,CACNA1C|CACNA1D|CACNA1G|CACNA1S|CACNB2|CALM1|KCND3|NR1I2,8
IYRMWMYZSQPJKC-UHFFFAOYSA-N,IYRMWMYZSQPJKC,IYRMWMYZSQPJKC-UHFFFAOYSA-N,DB01852,Kaempherol,full_inchikey,AURKB|CA12|CA7|CISD1|CSNK2A1|CSNK2A2|CSNK2A3|CSNK2B|CYP1A1|CYP1B1|DPP3|HSD17B2|MAPK10|MAPK14,14,CYP1B1,1,7.073353139369355,6.6875288205382155,14,,AKR1B1|ALOX15|ALOX5|AR|CYP1B1|GLO1|HSD17B1|UGT3A1,8
IZEKFCXSFNUWAM-UHFFFAOYSA-N,IZEKFCXSFNUWAM,IZEKFCXSFNUWAM-UHFFFAOYSA-N,DB00975,Dipyridamole,full_inchikey,ATAD5|PDE10A|PDE11A|PDE1A|PDE1C|PDE3A|PDE3B|PDE4A|PDE5A|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PRUNE1|SLC28A1|SLC29A1|SLC29A4,23,PDE10A|PDE4A|PDE5A,3,7.41995710635142,7.532120448127344,23,B01AC07,ADA|ORM1|PDE10A|PDE4A|PDE5A|RCAN1,6
