compound_inchikey,compound_firstblock,drugbank_inchikey,drugbank_id,compound_name,match_type,cpie_targets,n_cpie_targets,drugbank_targets,n_drugbank_targets,mean_ave_pchembl,median_ave_pchembl,n_cpie_associations,atc_codes,drugbank_targets_original,n_drugbank_targets_original
UCTWMZQNUQWSLP-VIFPVBQESA-N,UCTWMZQNUQWSLP,UCTWMZQNUQWSLP-VIFPVBQESA-N,DB00668,Epinephrine,full_inchikey,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CA1|CREB1|GNRHR|TSHR,13,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRB1|ADRB2,7,6.839277457123888,6.834821629917689,13,A01AD01|B02BC09|C01CA24|R01AA14|R03AA01|R03AK01|S01EA01|S01EA51,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRB1|ADRB2|TNF,8
UDMBCSSLTHHNCD-KQYNXXCUSA-N,UDMBCSSLTHHNCD,UDMBCSSLTHHNCD-KQYNXXCUSA-N,DB00131,Adenosine phosphate,full_inchikey,ADORA1|DRD2|P2RY2|SRC|TRPM4,5,,0,6.777483003164226,6.300514997831991,5,,ACSL1|ACSS2|ADCY1|ADK|CREB1|FBP1|HINT1|PDE4B|PDE4D|PRKAA1|PRKAB1|PYGL,12
UEQUQVLFIPOEMF-UHFFFAOYSA-N,UEQUQVLFIPOEMF,UEQUQVLFIPOEMF-UHFFFAOYSA-N,DB06148,Mianserin,full_inchikey,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CHRM3|CHRM4|CHRM5|DRD1|HRH1|HRH2|HTR1D|HTR1E|HTR2A|HTR2B|HTR2C|HTR6|HTR7|SLC6A2,20,ADRA1A|ADRA2A|ADRA2B|ADRA2C|DRD1|HRH1|HTR2A|HTR2B|HTR2C|HTR6|HTR7|SLC6A2,12,7.179656980442447,7.239756727127771,20,N06AX03,ADRA1A|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|HRH1|HRH4|HTR1A|HTR1F|HTR2A|HTR2B|HTR2C|HTR6|HTR7|OPRK1|SLC6A2|SLC6A3|SLC6A4,20
UREBDLICKHMUKA-CXSFZGCWSA-N,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N,DB01234,Dexamethasone,full_inchikey,AR|CYP3A7|GLI3|NR3C1|NR3C2|NSD2|PGR|PLA2G1B|PLA2G2A|PLA2G5|PTGS2|TSC22D3,12,NR3C1,1,7.048986420174349,7.046482805299314,12,A01AC02|C05AA09|D07AB19|D07CB04|D07XB05|D10AA03|H02AB02|R01AD03|R01AD53|S01BA01|S01CA01|S01CB01|S02BA06|S02CA06|S03BA01|S03CA01,ANXA1|NOS2|NR0B1|NR1I2|NR3C1,5
VHRGRCVQAFMJIZ-UHFFFAOYSA-N,VHRGRCVQAFMJIZ,VHRGRCVQAFMJIZ-UHFFFAOYSA-N,DB03854,Cadaverine,full_inchikey,CA12|CA14|CA3|CA4|CA5A|CA5B|CA6|CA7|CA9,9,CA12|CA14|CA4|CA6|CA9,5,6.531986838140387,6.348393743112328,9,,CA1|CA12|CA14|CA2|CA4|CA6|CA9,7
VOXZDWNPVJITMN-ZBRFXRBCSA-N,VOXZDWNPVJITMN,VOXZDWNPVJITMN-ZBRFXRBCSA-N,DB00783,Estradiol,full_inchikey,AOX1|AR|ESR1|ESR2|ESRRA|ESRRB|GPER1|HSD17B1|KCNMA1|PGR|SHBG|SULT1E1,12,ESR1|ESR2|GPER1,3,7.782485194629854,8.274668142726885,12,G02BB01|G03AA14|G03AA17|G03AB08|G03CA03|G03CA53|G03EA01|G03EA02|G03EA03|G03FA01|G03FA02|G03FA03|G03FA04|G03FA05|G03FA06|G03FA07|G03FA08|G03FA09|G03FA10|G03FA11|G03FA12|G03FA13|G03FA14|G03FA15|G03FA16|G03FA17|G03FB01|G03FB02|G03FB03|G03FB04|G03FB05|G03FB06|G03FB07|G03FB08|G03FB09|G03FB10|G03FB11|G03FB12|G03HB01|H01CC53|H01CC54,BECN1|CHRNA4|ESR1|ESR2|GPER1|MT-ATP6|NR1I2,7
VYFYYTLLBUKUHU-UHFFFAOYSA-N,VYFYYTLLBUKUHU,VYFYYTLLBUKUHU-UHFFFAOYSA-N,DB00988,Dopamine,full_inchikey,ADRA1A|ADRA2A|ADRB1|CA12|CA5A|CA7|CA9|DRD1|DRD2|DRD3|DRD4|DRD5|FEN1|NFE2L2|PTGS1|SLC6A2,16,DRD1|DRD2|DRD3|DRD4|DRD5|SLC6A2,6,,6.419866003805204,16,C01CA04,DBH|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR3A|HTR3B|HTR7|SLC18A2|SLC6A2|SLC6A3|SLC6A4|SOD1,15
WAEXFXRVDQXREF-UHFFFAOYSA-N,WAEXFXRVDQXREF,WAEXFXRVDQXREF-UHFFFAOYSA-N,DB02546,Vorinostat,full_inchikey,EGFR|ESRRA|GLI3|HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9|NCOR1|NCOR2|NR3C1|NSD2|RCOR3|TP53,20,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8,5,6.783358782155361,6.61987535311193,20,L01XH01,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8,5
WCGUUGGRBIKTOS-GPOJBZKASA-N,WCGUUGGRBIKTOS,WCGUUGGRBIKTOS-GPOJBZKASA-N,DB15588,Ursolic acid,full_inchikey,CES1|ELANE|NR1H4|RELA|RORC|SENP1,6,ELANE,1,inf,6.8147226972082064,6,,ELANE|HRAS|HSD11B1|PLA2G1B|PTPN1|PYGM,6
WDJUZGPOPHTGOT-XUDUSOBPSA-N,WDJUZGPOPHTGOT,WDJUZGPOPHTGOT-XUDUSOBPSA-N,DB01396,Digitoxin,full_inchikey,AR|ATAD5|ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|ESR1|ESRRA|FXYD2|GMNN|IDH1|IFNB1|NFE2L2|NR3C1|NSD2|SLCO4C1|STAT3|SYK|TP53|TSHR,23,ATP1A1|ATP1A2|ATP1A3|ATP1B1|ATP1B2|ATP1B3,6,7.232850428958591,7.369839064876844,23,C01AA04,ATP1A1|ATP1A2|ATP1A3|ATP1B1|ATP1B2|ATP1B3,6
WHUUTDBJXJRKMK-VKHMYHEASA-N,WHUUTDBJXJRKMK,WHUUTDBJXJRKMK-VKHMYHEASA-N,DB00142,Glutamic acid,full_inchikey,ADORA3|GRIA2|GRIK3|GRIK5|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|GRM3|GRM8,13,GRIA2|GRIK3|GRIK5|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRM8,10,,7.154901959985743,13,A09AB01,AADAT|AASS|ABAT|ALDH18A1|ASNS|BCAT1|BCAT2|CPQ|DNPEP|EARS2|ENPEP|EPRS1|FOLH1|FPGS|FTCD|GAD1|GAD2|GCLC|GCLM|GGCX|GLS|GLS2|GLUD1|GLUD2|GLUL|GMPS|GOT1|GOT2|GPT|GPT2|GRIA1|GRIA2|GRIA3|GRIA4|GRIK1|GRIK2|GRIK3|GRIK4|GRIK5|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRM1|GRM4|GRM7|GRM8|NADSYN1|NAGS|OPLAH|PFAS|PSAT1|SLC1A1|SLC1A2|SLC1A3|SLC1A6|SLC1A7|SLC7A11|TAT,61
WMBWREPUVVBILR-WIYYLYMNSA-N,WMBWREPUVVBILR,WMBWREPUVVBILR-WIYYLYMNSA-N,DB12116,Epigallocatechin gallate,full_inchikey,ABCB1|ADAMTS4|ADAMTS5|BAD|BCL2|BCL2L10|BID|CDK5|CDK5R1|CLK1|CLK4|CSNK1E|DHFR|DNMT1|DYRK1A|DYRK1B|FYN|MAPKAPK5|MCL1|MTOR|PGAM1|PGD|PIK3CA|POLB|PSMB5|RPSA|SERPINE1|STAT1|TPTEP2-CSNK1E|TTR,30,DNMT1,1,6.438872917290485,6.409593203859604,30,,AHR|DHFR2|DNMT1|ELANE|FASN|MMP14|MMP2|SQLE|STAT3|TGM2,10
XEYBRNLFEZDVAW-ARSRFYASSA-N,XEYBRNLFEZDVAW,XEYBRNLFEZDVAW-ARSRFYASSA-N,DB00917,Dinoprostone,full_inchikey,AR|CATSPER1|CATSPER2|CATSPER3|CATSPER4|CREB1|DRD2|ESRRA|GLI3|HPGDS|NR1I2|PTGDR|PTGDR2|PTGER1|PTGER2|PTGER3|PTGER4|PTGFR|PTGIR|SLC22A1|SLC22A11|SLC22A2|SLC22A6|SLC22A7|SLC22A8|SLCO2A1|TBXA2R|TSHR,28,PTGDR2|PTGER1|PTGER2|PTGER3|PTGER4|PTGFR,6,7.370501576015113,7.563963553751026,28,G02AD02,PTGDR2|PTGER1|PTGER2|PTGER3|PTGER4|PTGFR,6
XMAYWYJOQHXEEK-UHFFFAOYSA-N,XMAYWYJOQHXEEK,XMAYWYJOQHXEEK-UHFFFAOYSA-N,DB01026,Ketoconazole,full_inchikey,CYP11B1|CYP11B2|CYP17A1|CYP24A1|CYP26B1|CYP27B1|CYP3A4|CYP3A5|CYP4F2|CYP51A1|KCNA10|SLC6A4,12,CYP17A1,1,6.800876125574139,6.728580490890074,12,D01AC08|G01AF11|G01AF20|H02CA03|J02AB02,AR|CYP17A1|CYP21A2|KCNH2|NR1I2|NR1I3,6
XMAYWYJOQHXEEK-ZEQKJWHPSA-N,XMAYWYJOQHXEEK,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,DB05667,Levoketoconazole,full_inchikey,CYP11B1|CYP11B2|CYP17A1|CYP24A1|CYP3A4|CYP51A1|HSP90AA1|SLC6A4,8,CYP11B1|CYP11B2|CYP17A1|CYP51A1,4,6.660194564884768,6.627119699316397,8,H02CA04,CYP11A1|CYP11B1|CYP11B2|CYP17A1|CYP51A1,5
YASAKCUCGLMORW-UHFFFAOYSA-N,YASAKCUCGLMORW,YASAKCUCGLMORW-UHFFFAOYSA-N,DB00412,Rosiglitazone,full_inchikey,CISD1|FFAR1|NCOA2|PPARG|TRPC5,5,PPARG,1,7.017587291797359,6.903089986991944,5,A10BD03|A10BD04|A10BG02,ACSL4|PPARA|PPARD|PPARG|RXRA|RXRB|RXRG,7
ZGUGWUXLJSTTMA-UHFFFAOYSA-N,ZGUGWUXLJSTTMA,ZGUGWUXLJSTTMA-UHFFFAOYSA-N,DB00420,Promazine,full_inchikey,ADRA1A|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CYP2D6|DRD2|DRD3|DRD4|HRH1|HRH2|HTR2A|HTR2B|HTR2C|HTR5A|HTR6|SIGMAR1|SLC6A2|SLC6A4,24,ADRA1A|CHRM1|CHRM5|DRD2|HRH1|HTR2A|HTR2C,7,6.885085730622982,6.788542654727123,24,N05AA03,ADRA1A|CHRM1|CHRM5|DRD2|HRH1|HTR2A|HTR2C,7
ZJUKTBDSGOFHSH-WFMPWKQPSA-N,ZJUKTBDSGOFHSH,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,DB01752,S-adenosyl-L-homocysteine,full_inchikey,ASH2L|CARM1|DNMT1|DNMT3B|DOT1L|DPY30|EHMT1|METTL3|PRMT1|PRMT3|PRMT7|RBBP5|SMYD2|WDR5|WDR77,15,DNMT3B|PRMT1|PRMT3,3,6.284605150001384,6.224190931724251,15,,COMTD1|DNMT3B|DPH5|GAMT|GNMT|HNMT|PCMT1|PNMT|PRMT1|PRMT3|SETD7|TRDMT1,12
ZKHQWZAMYRWXGA-KQYNXXCUSA-N,ZKHQWZAMYRWXGA,ZKHQWZAMYRWXGA-KQYNXXCUSA-N,DB00171,ATP,full_inchikey,GPR17|HSPA1B|KIFC1|P2RX1|P2RX2|P2RX3|P2RX4|P2RY1|P2RY13|P2RY2|PPP2R5A|TRPM4,12,,0,7.215563635415099,7.0429368258269225,12,,ABCA1|ABCB1|ABCB11|ABCC1|ABCC2|ABCC4|ABCC6|ABCC8|ABCC9|ABCG1|ABL1|ABL2|ACSL1|ACSS1|ACSS2|ACVR1|ACVR1B|ACVRL1|ADCY1|AFG3L2|AKT1|ALK|AMHR2|APAF1|ARAF|ASNS|ASS1|CDK15|CFTR|CSNK2A1|CSNK2B|GET3|GRK2|GRK3|NAE1|NT5C2|P2RY11|PIK3CA|PPP5C|PRKAA1|SLC25A4|TNK2,42
ZPEIMTDSQAKGNT-UHFFFAOYSA-N,ZPEIMTDSQAKGNT,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,DB00477,Chlorpromazine,full_inchikey,ADRA1A|ADRA1D|ADRA2A|ADRA2B|ADRA2C|AOX1|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CYP2D6|DRD1|DRD2|DRD3|DRD4|DRD5|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|HRH1|HRH3|HRH4|HTR1A|HTR2A|HTR2B|HTR2C|HTR5A|HTR6|HTR7|SIGMAR1|SLC6A2|SLC6A4,37,ADRA1A|ADRA2A|CHRM1|CHRM3|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HRH4|HTR1A|HTR2A|HTR2C|HTR6|HTR7,16,6.962436117940966,6.870879990838814,37,N05AA01,ADRA1A|ADRA1B|ADRA2A|CALM1|CHRM1|CHRM3|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HRH4|HTR1A|HTR2A|HTR2C|HTR6|HTR7|KCNH2|ORM1|SMPD1,21
ZPUCINDJVBIVPJ-LJISPDSOSA-N,ZPUCINDJVBIVPJ,ZPUCINDJVBIVPJ-LJISPDSOSA-N,DB00907,Cocaine,full_inchikey,HTR3A|HTR3B|SLC6A2|SLC6A3|SLC6A4,5,SLC6A2|SLC6A3|SLC6A4,3,7.119886891787272,6.49653115950354,5,N01BC01|R02AD03|S01HA01|S02DA02,CES1|CHRM1|CHRM2|SCN1A|SIGMAR1|SLC6A2|SLC6A3|SLC6A4,8
ZQSIJRDFPHDXIC-UHFFFAOYSA-N,ZQSIJRDFPHDXIC,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,DB13182,Daidzein,full_inchikey,ALOX12|ALOX15|CA12|CA4|CA7|CYP2C9|ESR2|HDAC6,8,ESR2,1,7.25591539200549,6.704403761483391,8,,AKR1B1|ESR1|ESR2|ESRRA|TRPC5,5
ZROLHBHDLIHEMS-HUUCEWRRSA-N,ZROLHBHDLIHEMS,ZROLHBHDLIHEMS-HUUCEWRRSA-N,DB11755,Tetrahydrocannabivarin,full_inchikey,CNR1|CNR2|GPR55|HTR1A|TRPA1|TRPM8|TRPV1,7,CNR1|CNR2|GPR55|HTR1A|TRPA1|TRPM8,6,6.977736466269022,7.55,7,,CNR1|CNR2|GPR55|HTR1A|TRPA1|TRPM8|TRPV2|TRPV3,8
