compound_inchikey,compound_firstblock,drugbank_inchikey,drugbank_id,compound_name,match_type,cpie_targets,n_cpie_targets,drugbank_targets,n_drugbank_targets,mean_ave_pchembl,median_ave_pchembl,n_cpie_associations,atc_codes,drugbank_targets_original,n_drugbank_targets_original
FXNFHKRTJBSTCS-UHFFFAOYSA-N,FXNFHKRTJBSTCS,FXNFHKRTJBSTCS-UHFFFAOYSA-N,DB16101,Baicalein,full_inchikey,ABCB1|ALOX12|ALOX15|ALOX15B|ALOX5|AURKB|BLM|CCNB1|CDK1|CIB1|CREB1|CSNK2A1|CSNK2A2|CSNK2A3|CSNK2B|CYP1A1|CYP1A2|CYP1B1|CYP2C19|CYP2C9|CYP2D6|CYP3A4|DAPK1|DPP4|FBP1|FEN1|FLT3|GAA|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GAPDH|GLO1|GPR35|GRK6|HDAC6|HPGD|HSD17B3|HTR7|KDM1A|KDM4E|L3MBTL1|MAPT|NEU2|NR3C1|NSD2|NTMT1|PGR|PLK1|PLK2|PLK3|POLH|POLK|PREP|PRSS1|PRSS2|PRSS3|PTPRS|SI|SNCA|SYK|THRB|TP53|UGT1A1|XDH|YES1,79,ALOX5|GLO1|PREP|XDH,4,5.064094979281677,5.088093073808142,79,,ALOX5|GLO1|PREP|SELL|SELP|TNF|XDH,7
GFFGJBXGBJISGV-UHFFFAOYSA-N,GFFGJBXGBJISGV,GFFGJBXGBJISGV-UHFFFAOYSA-N,DB00173,Adenine,full_inchikey,CDK1|CYP3A4|ESRRA|HSPB1|LRRK2|NR1I2|PI4K2A|TARDBP|XDH,9,,0,4.636651108360371,4.563741914109963,9,,ACACB|ACP1|APRT|MTAP|PECR|SRPK2,6
GHMLBKRAJCXXBS-UHFFFAOYSA-N,GHMLBKRAJCXXBS,GHMLBKRAJCXXBS-UHFFFAOYSA-N,DB11085,Resorcinol,full_inchikey,CA1|CA12|CA14|CA2|CA3|CA4|CA5A|CA5B|CA6|CA7|CA9|CASP3|CASP7|CYP3A4|CYP3A7|ESRRA|NR1I2,17,CA12|CA14|CA2,3,4.514477754221181,4.376709350192336,17,D10AX02|S01AX06,CA12|CA14|CA2|PTGS1|TPO,5
GMVPRGQOIOIIMI-DWKJAMRDSA-N,GMVPRGQOIOIIMI,GMVPRGQOIOIIMI-DWKJAMRDSA-N,DB00770,Alprostadil,full_inchikey,ABCC3|ABCC4|AR|CATSPER1|CATSPER2|CATSPER3|CATSPER4|DRD1|NR4A2|NSD2|PTGER1|PTGER2|PTGER3|PTGER4|PTGIR|RAPGEF4|SLCO2A1|SLCO3A1,18,PTGER1|PTGER2|PTGER3|PTGER4,4,7.140918337691431,7.80566704267766,18,C01EA01|G04BE01,PTGDR2|PTGER1|PTGER2|PTGER3|PTGER4|TBXA2R,6
GXPHKUHSUJUWKP-UHFFFAOYSA-N,GXPHKUHSUJUWKP,GXPHKUHSUJUWKP-UHFFFAOYSA-N,DB00197,Troglitazone,full_inchikey,ABCB11|ABCC3|ABCC4|ADORA3|ADRA1A|ALOX15B|AR|CA2|CHRM1|CYP19A1|CYP2C19|CYP2C9|CYP3A4|CYP3A7|DRD1|DRD3|ESR1|ESRRA|FOXM1|GLI3|HSPB1|HTR1A|HTR2B|MAOA|MAOB|MAPK1|NFE2L2|NR1H4|NR1I2|NR1I3|NR3C1|PDE4A|PDE4D|PGR|PPARA|PPARG|PTGS1|PTGS2|PTPN1|RAPGEF3|RARA|SLC6A2|SLC6A3|TBXAS1|TP53|TSHR|UGT1A6,47,ESRRA|PPARA|PPARG,3,5.081133375288069,5.179447821678069,47,A10BG01,ACSL4|ESRRA|ESRRG|GSTP1|PPARA|PPARD|PPARG|SERPINE1|SLC29A1,9
HCYAFALTSJYZDH-UHFFFAOYSA-N,HCYAFALTSJYZDH,HCYAFALTSJYZDH-UHFFFAOYSA-N,DB01151,Desipramine,full_inchikey,ABCC3|ABCC4|ADRA1A|ADRA2A|ADRA2B|ADRA2C|ALB|ARSA|CACNA1B|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CYP2D6|CYP2J2|CYP3A4|CYP3A7|DRD1|DRD2|DRD3|HRH1|HRH3|HTR1A|HTR2A|HTR2C|KCNH2|SCN1A|SCN2A|SCN3A|SCN5A|SLC22A1|SLC22A2|SLC22A3|SLC29A4|SLC6A2|SLC6A3|SLC6A4|THPO,39,ADRA1A|ADRA2A|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|SLC6A2|SLC6A4,14,5.604020078157504,5.509197808818815,39,N06AA01,ADRA1A|ADRA2A|ADRB1|ADRB2|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|SLC6A2|SLC6A4|SMPD1,17
HCZHHEIFKROPDY-UHFFFAOYSA-N,HCZHHEIFKROPDY,HCZHHEIFKROPDY-UHFFFAOYSA-N,DB11937,Kynurenic Acid,full_inchikey,AHR|ALOX12|CBX1|CHRNA7|GPR35,5,AHR|GPR35,2,5.576955097993444,5.157450979992872,5,,AHR|GPR35|GRIN1|GRIN2A|GRIN2B,5
HEFNNWSXXWATRW-JTQLQIEISA-N,HEFNNWSXXWATRW,HEFNNWSXXWATRW-JTQLQIEISA-N,DB09213,Dexibuprofen,full_inchikey,AKR1C1|AKR1C2|AKR1C3|AKR1C4|CDC42|CXCR1|CXCR2|PTGS1|PTGS2|TARDBP,10,PTGS1|PTGS2,2,5.312294132653975,4.979007285149008,10,M01AE14,BCL2|CFTR|FABP2|GP1BA|PLAT|PPARA|PPARG|PTGS1|PTGS2|S100A7|SLC15A1|THBD,12
HEFNNWSXXWATRW-UHFFFAOYSA-N,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N,DB01050,Ibuprofen,full_inchikey,ABCB11|ACHE|ADRB3|AKR1C3|ALB|ALOX5|ASIC1|BCHE|CASP3|CASP4|CASP5|CASP9|CYP2C9|CYP2J2|DHFR|EGFR|ESR1|PTGES|PTGS1|PTGS2|RARB|SLC22A6|SLC5A8|TARDBP,24,PTGS1|PTGS2,2,5.270888097246604,5.048455006504028,24,C01EB16|G02CC01|M01AE01|M01AE51|M02AA13|N02AJ08|N02AJ19|N02AJ23|R02AX02,BCL2|CFTR|CXCL8|CXCR1|CXCR2|FABP2|GP1BA|PPARA|PPARG|PTGS1|PTGS2|S100A7|THBD,13
HEMJJKBWTPKOJG-UHFFFAOYSA-N,HEMJJKBWTPKOJG,HEMJJKBWTPKOJG-UHFFFAOYSA-N,DB01241,Gemfibrozil,full_inchikey,ABCC3|ABCC4|AHR|CISD1|CYP1A2|CYP2C19|CYP2C8|CYP2C9|ESRRA|HDAC9|HTR2B|PPARA|PPARG|SLCO1B1|SLCO1B3|SYK|TTR,17,PPARA|SLCO1B1|SLCO1B3,3,4.575357532022789,4.476497512663806,17,C10AB04,LPL|PPARA|SLC22A8|SLCO1B1|SLCO1B3|SLCO2B1,6
HKSZLNNOFSGOKW-FYTWVXJKSA-N,HKSZLNNOFSGOKW,HKSZLNNOFSGOKW-FYTWVXJKSA-N,DB02010,Staurosporine,full_inchikey,AAK1|ABCB11|ABCC3|ABCC4|ABL1|ABL2|ACVR1|ACVR1B|ACVR2A|ACVR2B|ACVRL1|AKT1|AKT2|AKT3|ALK|ANKK1|ARHGEF7|AURKA|AURKB|AURKC|AXL|BCR|BLK|BMP2K|BMPR1A|BMPR1B|BMPR2|BMX|BRAF|BRSK1|BRSK2|BTK|C8ORF44-SGK3|CAMK1|CAMK1D|CAMK1G|CAMK2A|CAMK2B|CAMK2D|CAMK2G|CAMK4|CAMKK1|CAMKK2|CASK|CCDC6|CCNA1|CCNB1|CCNB2|CCNB3|CCNC|CCND1|CCND3|CCNE1|CCNE2|CCNH|CCNK|CCNO|CCNT1|CCNT2|CCNY|CDC42BPA|CDC42BPB|CDC42BPG|CDC7|CDK1|CDK11A|CDK11B|CDK13|CDK14|CDK15|CDK16|CDK17|CDK18|CDK19|CDK2|CDK3|CDK4|CDK5|CDK5R1|CDK6|CDK7|CDK8|CDK9|CDKL1|CDKL2|CDKL3|CDKL5|CHEK1|CHEK2|CHUK|CILK1|CIT|CLK1|CLK2|CLK3|CLK4|COLEC11|COQ8A|COQ8B|CSF1R|CSK|CSNK1A1|CSNK1A1L|CSNK1D|CSNK1E|CSNK1G1|CSNK1G2|CSNK1G3|CSNK2A1|CSNK2A2|CSNK2B|CYP11B2|DAPK1|DAPK2|DAPK3|DBF4|DCLK1|DCLK2|DCLK3|DDR1|DDR2|DMPK|DSTYK|DYRK1A|DYRK1B|DYRK2|DYRK3|EGFR|EIF2AK1|EIF2AK2|EIF2AK4|EPHA1|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB3|EPHB4|EPHB6|ERBB2|ERBB3|ERBB4|ERN1|ERN2|FER|FES|FGFR1|FGFR2|FGFR3|FGFR4|FGR|FLT1|FLT3|FLT4|FPGT-TNNI3K|FRK|FYN|GAK|GCK|GRK1|GRK2|GRK3|GRK4|GRK5|GRK6|GRK7|GSK3A|GSK3B|HASPIN|HCK|HIPK1|HIPK2|HIPK3|HIPK4|HUNK|IFNB1|IGF1R|IKBKB|IKBKE|INSR|INSRR|IRAK1|IRAK3|IRAK4|ITK|JAK1|JAK2|JAK3|KARS1|KCNH2|KDR|KIF5B|KIT|KSR1|KSR2|LATS1|LATS2|LCK|LIMK1|LIMK2|LMTK3|LRRK2|LTK|LYN|MAK|MAP2K1|MAP2K2|MAP2K3|MAP2K4|MAP2K5|MAP2K6|MAP2K7|MAP3K1|MAP3K10|MAP3K11|MAP3K12|MAP3K13|MAP3K14|MAP3K15|MAP3K19|MAP3K2|MAP3K20|MAP3K21|MAP3K3|MAP3K4|MAP3K5|MAP3K6|MAP3K7|MAP3K8|MAP3K9|MAP4K1|MAP4K2|MAP4K3|MAP4K4|MAP4K5|MAPK1|MAPK10|MAPK11|MAPK12|MAPK13|MAPK14|MAPK15|MAPK3|MAPK4|MAPK6|MAPK7|MAPK8|MAPK9|MAPKAPK2|MAPKAPK3|MAPKAPK5|MARK1|MARK2|MARK3|MARK4|MAST1|MATK|MELK|MERTK|MET|MINK1|MKNK1|MKNK2|MST1R|MTOR|MUSK|MYLK|MYLK2|MYLK3|MYLK4|MYO3A|MYO3B|NEK1|NEK11|NEK2|NEK3|NEK4|NEK5|NEK6|NEK7|NEK8|NEK9|NIM1K|NLK|NOX4|NSD2|NTRK1|NTRK2|NTRK3|NUAK1|NUAK2|OSR1|OXSR1|PAK1|PAK2|PAK3|PAK4|PAK5|PAK6|PASK|PBK|PDGFRA|PDGFRB|PDK1|PDPK1|PEAK1|PHKA1|PHKA2|PHKB|PHKG1|PHKG2|PI4KB|PIK3C2B|PIK3C2G|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIM1|PIM2|PIM3|PIP4K2B|PIP4K2C|PIP5K1A|PIP5K1C|PKMYT1|PKN1|PKN2|PKN3|PLK1|PLK2|PLK3|PLK4|PNCK|PRKAA1|PRKAA2|PRKAB1|PRKACA|PRKACB|PRKACG|PRKAG1|PRKCA|PRKCB|PRKCD|PRKCE|PRKCG|PRKCH|PRKCI|PRKCQ|PRKCZ|PRKD1|PRKD2|PRKD3|PRKG1|PRKG2|PRKX|PRP4K|PTK2|PTK2B|PTK6|RAF1|RB1|RET|RIOK1|RIOK2|RIOK3|RIPK1|RIPK2|RIPK4|RNASE3|ROCK1|ROCK2|ROS1|RPS6KA1|RPS6KA2|RPS6KA3|RPS6KA4|RPS6KA5|RPS6KA6|RPS6KB1|RPS6KB2|SBK1|SBK3|SGK1|SGK2|SGK3|SIK1|SIK2|SIK3|SLK|SLTM|SNRK|SRC|SRMS|SRPK1|SRPK2|SRPK3|STK10|STK11|STK16|STK17A|STK17B|STK24|STK25|STK26|STK3|STK32A|STK32B|STK32C|STK33|STK35|STK36|STK38|STK38L|STK39|STK4|SYK|TAB1|TAOK1|TAOK2|TAOK3|TBK1|TEC|TEK|TELO2|TERT|TESK1|TGFBR1|TGFBR2|TIE1|TLK1|TLK2|TNIK|TNK1|TNK2|TNNI3K|TP53|TPTEP2-CSNK1E|TRPM6|TSSK1B|TSSK2|TSSK3|TSSK6|TTK|TXK|TXNRD1|TYK2|TYRO3|ULK1|ULK2|ULK3|VRK2|WEE1|WEE2|WNK1|WNK2|YES1|ZAP70,463,CDK2|CSK|GSK3B|IKBKB|ITK|LCK|MAPKAPK2|PDPK1|PIK3CG|PIM1|PRKCA|PRKCQ|SYK|ZAP70,14,7.34541727955172,7.547050383683668,463,,CDK2|CHRM1|CSK|GSK3B|IKBKB|ITK|LCK|MAPKAPK2|PDPK1|PIK3CG|PIM1|PRKCA|PRKCQ|SYK|ZAP70,15
HVYWMOMLDIMFJA-DPAQBDIFSA-N,HVYWMOMLDIMFJA,HVYWMOMLDIMFJA-DPAQBDIFSA-N,DB04540,Cholesterol,full_inchikey,ABCB1|CYP46A1|CYP51A1|NFE2L2|OSBP|OSBP2|POLA1|RORC,8,,0,5.439990621138203,5.630055672457728,8,,CLEC4E|NR1I3|PCYT1B|RORA|VDR,5
HYIMSNHJOBLJNT-UHFFFAOYSA-N,HYIMSNHJOBLJNT,HYIMSNHJOBLJNT-UHFFFAOYSA-N,DB01115,Nifedipine,full_inchikey,ABCB1|ABCB11|ABCC3|ABCC4|ABCG2|ADORA1|ADORA2A|ADORA3|AHR|AR|ATAD5|ATXN2|BAZ2B|CACNA1B|CACNA1C|CACNA1D|CACNA1F|CACNA1S|CBX1|CCR2|CHRM1|CHRM2|CHRM3|CHRM5|CTBP1|CYP19A1|CYP1A2|CYP2C19|CYP2C9|CYP2D6|CYP2J2|CYP3A4|CYP3A7|DRD1|DRD2|ESRRA|FH|GLI3|GLRA3|GLRB|GMNN|GSR|HIF1A|HPGD|HTR2B|HTR2C|KCNA1|KCNA5|KCNH2|KCNK2|MAPK1|MAPT|MPHOSPH8|MYLK|NFE2L2|NFKB1|NPR2|NR3C1|PGR|PLIN1|PLIN5|PRKN|RARA|RGS4|RORC|SYK|TBXAS1|TSHR|VDR,69,CACNA1C|CACNA1D|CACNA1S,3,5.316124729629721,4.949999401714238,69,C07FB03|C08CA05|C08CA55|C08GA01,CACNA1C|CACNA1D|CACNA1G|CACNA1S|CACNB2|CALM1|KCND3|NR1I2,8
IPCSVZSSVZVIGE-UHFFFAOYSA-N,IPCSVZSSVZVIGE,IPCSVZSSVZVIGE-UHFFFAOYSA-N,DB03796,Palmitic Acid,full_inchikey,CYP1A2|CYP2C19|ESR1|FABP2|FABP3|FABP4|FABP5|OR51E2|PPARA|PPARD|PPARG|PTPN1|TLR2,13,FABP4|FABP5|PPARA,3,5.402566138072947,5.354549112791953,13,,CYP2C8|FABP4|FABP5|HNF4G|LALBA|PAEP|PMP2|PPARA|PPT1|RHO|TRAPPC3,11
ISWSIDIOOBJBQZ-UHFFFAOYSA-N,ISWSIDIOOBJBQZ,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,DB03255,Phenol,full_inchikey,CA1|CA12|CA13|CA14|CA2|CA3|CA4|CA5A|CA5B|CA6|CA7|CA9|CYP1A2|CYP2C19|NFE2L2|RXRA,16,CA1|CA12|CA14|CA2|CA4|CA9,6,4.452978597073765,4.743399239108013,16,C05BB05|D08AE03|N01BX03|R02AA19,ALB|CA1|CA12|CA14|CA2|CA4|CA9,7
IYRMWMYZSQPJKC-UHFFFAOYSA-N,IYRMWMYZSQPJKC,IYRMWMYZSQPJKC-UHFFFAOYSA-N,DB01852,Kaempherol,full_inchikey,ABCB1|ABCC1|ABCG2|ACHE|AHR|AKR1B1|ALOX5|APP|AR|AURKB|BACE1|BCHE|CA1|CA12|CA2|CA4|CA7|CDK5R1|CDK6|CISD1|CSNK2A1|CSNK2A2|CSNK2A3|CSNK2B|CTDSP1|CYP1A1|CYP1A2|CYP1B1|CYP2C19|CYP2C9|CYP2D6|CYP3A4|DAPK1|DPP3|DPP4|EGFR|ESR1|ESR2|ESRRA|FLT3|GLI3|GLO1|GPT2|GSK3A|GSK3B|GUSB|HDAC6|HDAC9|HIF1A|HPGD|HSD17B1|HSD17B2|IP6K2|IPMK|MAPK10|MAPK14|MAPT|MPO|NEU2|NFE2L2|NOX4|NR1I2|NSD2|PGR|PIM1|POLH|POLI|PPARG|PREP|PSMB5|PTGS1|PTGS2|RACGAP1|RARA|RPS6KA3|SLC2A1|TRPC5|TYR|XDH|XIAP|YES1,81,AKR1B1|ALOX5|AR|CYP1B1|GLO1|HSD17B1,6,5.333201439839725,5.017961483048584,81,,AKR1B1|ALOX15|ALOX5|AR|CYP1B1|GLO1|HSD17B1|UGT3A1,8
IZEKFCXSFNUWAM-UHFFFAOYSA-N,IZEKFCXSFNUWAM,IZEKFCXSFNUWAM-UHFFFAOYSA-N,DB00975,Dipyridamole,full_inchikey,ABCB1|ABCB11|ABCC3|ABCC4|ABCC5|ABCG2|ADRA1A|ALOX12|ALOX15B|ATAD5|ATM|CHRM1|CHRM2|CIB1|CYP2C19|CYP2C9|CYP2D6|CYP3A4|CYP3A7|DRD1|ESRRA|GLI3|GMNN|GNAI1|GNRHR|GPT2|HSP90AA1|HSP90AB1|HTR2A|KAT2A|KEAP1|KISS1R|NR1I2|NSD2|PDE10A|PDE11A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PLK1|PRUNE1|RAPGEF3|RAPGEF4|RGS12|SLC22A1|SLC22A2|SLC28A1|SLC29A1|SLC29A4|SLC47A1|SLC47A2|SYK|THRB|TP53|TRHR|TSG101|USP1,73,PDE10A|PDE4A|PDE5A,3,5.715645599134955,5.286630637319981,73,B01AC07,ADA|ORM1|PDE10A|PDE4A|PDE5A|RCAN1,6
IZJDOKYDEWTZSO-UHFFFAOYSA-N,IZJDOKYDEWTZSO,IZJDOKYDEWTZSO-UHFFFAOYSA-N,DB12695,Phenethyl Isothiocyanate,full_inchikey,AHR|AR|CYP1A2|CYP2A13|CYP2A6|CYP2C19|CYP2C9|CYP2D6|CYP2E1|CYP3A4|EPAS1|ESR1|ESR2|ESRRA|GLI3|HIF1A|HSPB1|KCNH2|MIF|NFE2L2|NR1I2|PGR|TRHR|TRPA1|TRPV1,25,HSPB1,1,4.773439680656785,4.712859168933012,25,,ACTA2|ACTB|ATP5F1B|ATP5ME|ATP5MG|CYB5B|DIABLO|FBXO41|HNRNPF|HNRNPK|HSPA4|HSPB1|HSPE1|HSPH1|MT-ND1|NUDC|PAPPA|PSMA3|PSMC3|RANBP1|S100A10|SF3A3|SMARCE1|SUCLG2|TPD52L2|TPM1|TPM3|TPM4|TUBA1A|TUBA3C|TUBA4A|TUBB1|TUBB2A|TUBB3|TUBB4B|TXN|UCHL1|USP14|VCP|VIM|YWHAB|YWHAE|YWHAH|YWHAQ|YWHAZ,45
JAZBEHYOTPTENJ-JLNKQSITSA-N,JAZBEHYOTPTENJ,JAZBEHYOTPTENJ-JLNKQSITSA-N,DB00159,Icosapent,full_inchikey,CYP19A1|F3|GLS|OXER1|PPARA|PPARD|PPARG|PTGS1|RXRA|VDR,10,PPARA|PPARD|PPARG|PTGS1,4,5.006909644650477,5.062825206830702,10,,ACSL4|ALOX5|FABP7|FADS1|FFAR1|PPARA|PPARD|PPARG|PTGS1|PTGS2|SLC8A1|TRPV1,12
JJCFRYNCJDLXIK-UHFFFAOYSA-N,JJCFRYNCJDLXIK,JJCFRYNCJDLXIK-UHFFFAOYSA-N,DB00434,Cyproheptadine,full_inchikey,ADRA1A|ADRA1D|ADRA2A|ADRA2B|ADRA2C|AR|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CYP2C19|CYP2D6|CYP3A7|DRD1|DRD2|DRD3|GLI3|HRH1|HRH2|HRH3|HRH4|HTR1A|HTR2A|HTR2B|HTR2C|HTR6|HTR7|JUN|KCNH2|NPR2|NSD2|RARA|SCN1A|SCN2A|SCN3A|SETD7|SLC6A2|SLC6A4|SYK,40,CHRM1|CHRM2|CHRM3|HRH1|HRH2|HTR2A|HTR2B|HTR2C|HTR7,9,6.448031134676998,6.2925827837696815,40,R06AX02,CHRM1|CHRM2|CHRM3|HRH1|HRH2|HTR2A|HTR2B|HTR2C|HTR7,9
JWZZKOKVBUJMES-UHFFFAOYSA-N,JWZZKOKVBUJMES,JWZZKOKVBUJMES-UHFFFAOYSA-N,DB01064,Isoprenaline,full_inchikey,ABCB11|ADRA1A|ADRA1B|ADRA1D|ADRB1|ADRB2|ADRB3|CBX1|CREB1|CYP2D6|CYP3A7|DRD1|DRD2|DRD3|DRD4|GLI3|GPT2|GRK2|MTOR|TAS2R1|TAS2R10|TAS2R13|TAS2R14|TAS2R16|TAS2R19|TAS2R20|TAS2R3|TAS2R30|TAS2R31|TAS2R38|TAS2R39|TAS2R4|TAS2R40|TAS2R41|TAS2R42|TAS2R43|TAS2R46|TAS2R5|TAS2R50|TAS2R60|TAS2R7|TAS2R8|TAS2R9|TSHR|VDR,45,ADRB1|ADRB2|ADRB3,3,7.292508684230986,8.309803919971486,45,C01CA02|R03AB02|R03AK02|R03CB01|R03CB51,ADRB1|ADRB2|ADRB3|IL12B|SOD1,5
JXLYSJRDGCGARV-CFWMRBGOSA-N,JXLYSJRDGCGARV,JXLYSJRDGCGARV-CFWMRBGOSA-N,DB00570,Vinblastine,full_inchikey,ABCB1|ABCB11|ABCC1|ABCC2|CYP3A4|IFNG|NR0B1|NR5A1|NSD2|PTGS1|SLCO1B1|SLCO1B3|SYK|TBXAS1|TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA3E|TUBA4A|TUBB|TUBB1|TUBB2A|TUBB2B|TUBB3|TUBB4A|TUBB4B|TUBB6|TUBB8,29,TUBA1A|TUBB|TUBB2A,3,6.006183845454517,6.513632853717045,29,L01CA01,JUN|TUBA1A|TUBB|TUBB2A|TUBD1|TUBE1|TUBG1,7
JZFPYUNJRRFVQU-UHFFFAOYSA-N,JZFPYUNJRRFVQU,JZFPYUNJRRFVQU-UHFFFAOYSA-N,DB04552,Niflumic acid,full_inchikey,BAZ2B|CD207|CLCNKA|CLCNKB|CYP1A2|CYP3A7|DHODH|ESRRA|GPR35|HDAC9|KCNT2|NFE2L2|NR1I2|PPARG|PTGS1|PTGS2|RXRA|TEAD4|TRPM2|TTR|UGT1A1,21,CLCNKA|PTGS1|PTGS2,3,5.294304500452223,4.875065606358234,21,M01AX02|M02AA17,CLCNKA|PLA2G1B|PLA2G4A|PTGS1|PTGS2|UGT1A9,6
JZQKKSLKJUAGIC-UHFFFAOYSA-N,JZQKKSLKJUAGIC,JZQKKSLKJUAGIC-UHFFFAOYSA-N,DB00960,Pindolol,full_inchikey,ABCC3|ABCC4|ADRA1A|ADRB1|ADRB2|ADRB3|CYP2D6|CYP3A7|DRD3|DRD4|GLA|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR5A|HTR7|SLC22A1|TMEM97,23,ADRB1|ADRB2|ADRB3|HTR1A|HTR1B,5,5.7277138133876555,5.388060698827362,23,C07AA03|C07CA03,ADRB1|ADRB2|ADRB3|HTR1A|HTR1B,5
KBOPZPXVLCULAV-UHFFFAOYSA-N,KBOPZPXVLCULAV,KBOPZPXVLCULAV-UHFFFAOYSA-N,DB00244,Mesalazine,full_inchikey,CASP1|CTH|CYP2C19|CYP2C9|CYP3A4|ESR1|GLS|HPGD|MITF|NTMT1|POLK|PPM1D|PTGS2|SLC7A11|TNF|TST|USP1|VDR,18,PTGS2,1,4.713189343642492,4.712499824902057,18,A07EC02,ALOX5|CHUK|IKBKB|NOS2|PPARG|PTGS1|PTGS2,7
KRKNYBCHXYNGOX-UHFFFAOYSA-N,KRKNYBCHXYNGOX,KRKNYBCHXYNGOX-UHFFFAOYSA-N,DB04272,Citric acid,full_inchikey,ALKBH5|EGLN3|FTO|HNF4A|NFE2L2|PLIN1|PLIN5,7,,0,4.219703300135107,4.263741378223658,7,A09AB04,AKR1B1|APRT|C8G|CPB1|CS|CTDSP1|HGS|IL4I1|ITPA|LSM6|MDH2|PLEKHA1|RNASE1|RNASE3|SRC|TRPV4,16
KSEBMYQBYZTDHS-HWKANZROSA-N,KSEBMYQBYZTDHS,KSEBMYQBYZTDHS-HWKANZROSA-N,DB07767,Ferulic acid,full_inchikey,ACHE|APP|BCHE|CA1|CA12|CA14|CA2|CA3|CA4|CA5A|CA5B|CA6|CA7|CA9|CSNK2A1|CSNK2A2|CSNK2A3|CSNK2B|PKM|SNCA,20,CA1|CA12|CA14|CA2|CA4|CA6|CA9,7,5.147782249282659,5.022126390581731,20,,CA1|CA12|CA14|CA2|CA4|CA6|CA9|MAOB,8
